UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,NER,gender,scores,sentiment_score,overall_sentiment
ABP News,@ABPNews,2023-01-08T07:21:31.000Z,"abp news
@abpnews
,
8 Jan","The situation in Joshimath remains grim as one of the Hindu monasteries, the Shankaracharya Math in Jyotirmath area, has also developed cracks at several places in the last 15 days

#JoshimathLandSinking #Joshimath #Uttarakhand
abblive.com
Joshimath Sinking: Now there are cracks in Shankaracharya Math, an atmosphere of fear among people, shelter in night shelters...
Residents of Uttarakhand's holy city of Joshimath are worried after seeing cracks in houses and roads and the administration has shifted them to municipality night shelters.
1
34
3,569",,,1,34,['https://pbs.twimg.com/card_img/1614538224994750464/dFC0zbVz?format=jpg&name=small'],https://twitter.com/ABPNews/status/1611986441311248392,ORG,,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.8442}",-0.8442,neg
Vocal TV,@vocal_tv,2023-01-08T07:20:59.000Z,"Vocal TV
@vocal_tv
·
8 Jan","After the landslide in Joshimath, now 50 houses in a colony of Karnprayag have cracks.
#landscape
#joshimath
vocaltv.in
Landslide in Joshimath, cracks in 50 houses in a colony of Karnprayag - Vocal TV
People are worried and upset because of the landslide in Joshimath. While present in Bahuguna Nagar of Karnprayag Nagar Municipality of Chamoli
41",,,,,['https://pbs.twimg.com/card_img/1614535121717149697/0OpiHYa-?format=jpg&name=small'],https://twitter.com/vocal_tv/status/1611986306938306562,ORG,,"{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.5859}",-0.5859,neg
MD NEWS (Hindi),@mdnewshindi,2023-01-08T07:15:48.000Z,"MD NEWS (Hindi)
@mdnewshindi
,
Jan 8","Cracks in the floor of #ShriNrishinghTemple in Joshimath,

Nrishimha Temple is considered to be the second home of Lord Vishnu.
@pushkardhami
 @DIPR_UK
 @uttarakhandcops
 @ChamoliDm
  #Uttarakhand #Protest #Joshimath #JoshimathSinking #Joshimath #JoshimathIsSinking #JoshimathIsSinking #Jtv
48",➡ ➡,,,,['https://pbs.twimg.com/media/Fl7rz_2aEAAAQ7u?format=jpg&name=small'],https://twitter.com/mdnewshindi/status/1611985001024983041,GPE,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Get offended,@Satyamev1310,2023-01-08T07:15:14.000Z,"Āyudhika
@Satyamev1310
·
8 Jan","Jains saved #sammedshikharji by protesting. 

Hindus could have saved #Joshimath .

An exponential increase in the tourism activities of Char Dham Yatra has resulted in this. 

Gateway to Badrinath in danger!

#JoshimathIsSinking
From 
India TV Hindi
3
32
55
4,934",,3,32,55,['https://pbs.twimg.com/amplify_video_thumb/1611904525841108992/img/qM_KW0-FmnpBGOxo.jpg'],https://twitter.com/Satyamev1310/status/1611984858716471298,,,"{'neg': 0.131, 'neu': 0.696, 'pos': 0.173, 'compound': 0.2481}",0.2481,pos
Economic Times,@EconomicTimes,2023-01-08T07:11:27.000Z,"Economic Times
@EconomicTimes
·
8 Jan","#Joshimath saw as many as 4.9 lakh visitors in 2019, 4.3 lakh visitors in 2018 and 2.4 lakh in 2017. On similar lines, Char Dham towns had 24 lakh devotees in 2017 and the number nearly doubled to 45 lakh in 2022.
economictimes.indiatimes.com
Joshimath sinking: 10 crore people visit Uttarakhand a year, how much can it take, say experts
Joshimath saw as many as 4.9 lakh visitors in 2019, 4.3 lakh visitors in 2018 and 2.4 lakh in 2017. On similar lines, Char Dham towns had 24 lakh devotees in 2017 and the number nearly doubled to 45...
4
12
4,170",,,4,12,['https://pbs.twimg.com/card_img/1614530362150887424/eTLdLwEV?format=jpg&name=small'],https://twitter.com/EconomicTimes/status/1611983908299571200,ORG,,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.3818}",0.3818,pos
VIN PRESS & MEDIA,@vin_press,2023-01-08T07:09:50.000Z,"VIN PRESS & MEDIA
@vin_press
·
8 Jan","District Magistrate of Joshimath and senior officers of Uttarakhand will also be present on this issue through video conference.

#Joshimath #JoshimathIsSinking #JoshimathLandslide #Uttarakhand #PMOIndia #Trending #Breaking_News
1
1
69",,,1,1,[],https://twitter.com/vin_press/status/1611983501368385544,ORG,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
IndiaToday,@IndiaToday,2023-01-08T07:09:36.000Z,"indiatode
@indiatoday
,
8 Jan","PMO to hold high-level meet on Joshimath crisis, Uttarakhand officials to attend. 
@Himanshu_Aajtak
 and 
@PoulomiMSaha
 get us the details.
#ITVideo #Joshimath #Uttarakhand | 
@aishpaliwal
2
2
12
3,202",,2,2,12,['https://pbs.twimg.com/amplify_video_thumb/1611980126048358401/img/WrKZH-JCmeIoZZT4.jpg'],https://twitter.com/IndiaToday/status/1611983442870435840,ORG,,"{'neg': 0.146, 'neu': 0.854, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
Moneycontrol,@moneycontrolcom,2023-01-08T07:09:18.000Z,"Moneycontrol
@moneycontrolcom
·
8 Jan","The Prime Minister's Office (PMO) will hold a high-level meeting on the Joshimath crisis today amid alarm in the Uttarakhand region due to sinking of land and cracks in houses at several places

Read Here 
https://moneycontrol.com/news/india/joshimath-crisis-pmo-to-hold-high-level-meeting-amid-alarm-in-uttarakhand-region-9828101.html…

#Joshimath #Uttarakhand
moneycontrol.com
Joshimath crisis: PMO to hold high-level meeting amid alarm in Uttarakhand region
Uttrakhand Chief Minister Pushkar Singh Dhami visited Joshimath on Saturday to assess the situation on the ground
3
13
6,139",,,3,13,['https://pbs.twimg.com/card_img/1614543821534289920/xBEPQT3m?format=jpg&name=small'],https://twitter.com/moneycontrolcom/status/1611983366072717314,,,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.9186}",-0.9186,neg
CNBC-TV18,@CNBCTV18Live,2023-01-08T07:04:58.000Z,"CNBC-TV18
@CNBCTV18Live
·
8 Jan","Preventive measures suggested by 1976 Mishra committee on #Joshimath

#MishraCommittee
1
15
56
25.8K",,1,15,56,['https://pbs.twimg.com/media/Fl7ocPmaUAI4uXO?format=jpg&name=small'],https://twitter.com/CNBCTV18Live/status/1611982276912635904,ORG,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
The Times Of India,@timesofindia,2023-01-08T07:04:41.000Z,"The Times Of India
@timesofindia
·
8 Jan","PMO to hold high-level meeting on #Joshimath crisis
timesofindia.indiatimes.com
PMO holds high-level meet on Joshimath subsidence: Key points | India News - Times of India
India News: The Prime Minister's Office on Sunday held a high-level meeting on the Joshimath crisis, amid alarm in the Uttarakhand region due to sinking of land a
1
12
6,129",,1,,12,['https://pbs.twimg.com/card_img/1614521924075376640/GLc_U6yq?format=jpg&name=small'],https://twitter.com/timesofindia/status/1611982205924048897,ORG,,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.891}",-0.891,neg
DD News,@DDNewslive,2023-01-08T07:04:28.000Z,"DD News
@DDNewslive
·
8 Jan","@PMOIndia
 to hold high level meeting on #Joshimath later this afternoon. 

Principal Secretary to PM P.K. Mishra will hold a meeting with senior officials on #JoshimathIsSinking

Senior officials of Uttarakhand government will also attend the meeting through virtual medium.
GIF
3
7
21
3,801",,3,7,21,['https://pbs.twimg.com/tweet_video_thumb/Fl7o6eKaUAAsGW7.jpg'],https://twitter.com/DDNewslive/status/1611982152115290112,ORG,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
TIMES NOW,@TimesNow,2023-01-08T07:03:29.000Z,"TIMES NOW
@TimesNow
·
8 Jan","#JoshimathJolted

PMO to hold a high-level meeting on 'sinking' Joshimath.

Members of NDMA, Cabinet Secy...: 
@MohitBhatt90
 lists the attendees.
@prathibhatweets
 | #Joshimath
1
2
11
4,053",,1,2,11,['https://pbs.twimg.com/media/Fl7o4ZtWIAklCYM.jpg'],https://twitter.com/TimesNow/status/1611981902579105792,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Hindustan Times,@htTweets,2023-01-08T06:57:40.000Z,"Hindustan Times
@htTweets
·
8 Jan","A high-level meeting at the PMO will take place today on the #Joshimath situation
hindustantimes.com
Prime Minister's Office to hold high-level meet on Joshimath situation today
Dr P K Mishra, principal secretary to PM Modi, will hold a high level review with Cabinet Secretary & senior government officials and members of National Disaster Management Authority at PMO today...
1
5
2,904",,,1,5,['https://pbs.twimg.com/card_img/1614525800325210114/hmSft8Bu?format=jpg&name=small'],https://twitter.com/htTweets/status/1611980440675717123,ORG,,"{'neg': 0.071, 'neu': 0.906, 'pos': 0.023, 'compound': -0.5859}",-0.5859,neg
UP MIRROR,@upmirrornews,2023-01-08T06:57:32.000Z,"UP MIRROR
@upmirrornews
·
8 Jan","On the Joshimath landslide, Principal Secretary to the Prime Minister, Dr. P.K. Mishra will hold a high-level review at the PMO this afternoon with the Cabinet Secretary and senior officials of the Government of India and members of the National Disaster Management Authority. #UPMirror #Joshimath #PMPS #DrPKMishra #Meeting #PMOIndia #Delhi
57",,,,,['https://pbs.twimg.com/media/Fl7nomgWIAAfhb0?format=jpg&name=small'],https://twitter.com/upmirrornews/status/1611980404038438913,,,"{'neg': 0.077, 'neu': 0.899, 'pos': 0.024, 'compound': -0.5859}",-0.5859,neg
Hindusthan Samachar News Agency,@hsnews1948,2023-01-08T06:56:48.000Z,"Hindusthan Samachar News Agency
@hasanvs1948
,
8 Jan","An important meeting of the Prime Minister's Office on the situation in Joshimath this afternoon, Dr. PK Mishra, Principal Secretary to the Prime Minister, will hold a high-level review meeting, the Cabinet Secretary and senior officials of the Government of India will be involved, the District Magistrate of Joshimath will also be present in the meeting.

#joshimath
@PMOIndia
1
55",,,,1,[],https://twitter.com/hsnews1948/status/1611980219862351873,ORG,,"{'neg': 0.0, 'neu': 0.969, 'pos': 0.031, 'compound': 0.2023}",0.2023,pos
India TV,@indiatvnews,2023-01-08T06:55:59.000Z,"IndiaTV
@indiatvnews
·
Jan. 8","#JoshimathIsSinking UPDATE: #PMO to hold high-level meeting today

#JoshimathLandslide #Joshimath #uttarakhandnews #PushkarSinghDhami
indiatvnews.com
Joshimath 'sinking': PM Modi speaks to CM, over 60 families evacuated, experts conduct study | 10...
Joshimath 'sinking': The review meeting was attended by the cabinet secretary, other senior officials of the central government and members of the National Disaster Management Authority.
1
2
966",,1,,2,['https://pbs.twimg.com/card_img/1614517494307340288/vxU16T0j?format=jpg&name=small'],https://twitter.com/indiatvnews/status/1611980017134895104,GPE,,"{'neg': 0.07, 'neu': 0.908, 'pos': 0.022, 'compound': -0.5859}",-0.5859,neg
NBT Hindi News,@NavbharatTimes,2023-01-08T06:55:58.000Z,"Nbut Hindi News
@navabharatatimes
·
8 John","#Uttarakhand Principal Secretary to Prime Minister Dr. P.K. Mishra will hold a high-level review at the PMO this afternoon with the Cabinet Secretary and senior officials of the Government of India and members of the National Disaster Management Authority.
#JoshimathGroundReport
#joshimath
#JoshimathLandslide
3
8
72
6,115",,3,8,72,['https://pbs.twimg.com/media/Fl7nAdjaAAAYz7n?format=jpg&name=small'],https://twitter.com/NavbharatTimes/status/1611980011577430019,ORG,,"{'neg': 0.088, 'neu': 0.884, 'pos': 0.028, 'compound': -0.5859}",-0.5859,neg
NEXTINDIATIMES-NIT,@nextindiatimes,2023-01-08T06:52:03.000Z,"NEXTINDIATIMES-NIT
@nextindiatimes
·
8 Jan","Now there is a crack in Shankaracharya's monastery in Uttarakhand
#uttarakhand #joshimath #ShankaracharyaMatth #nextindiatimes
51",,,,,['https://pbs.twimg.com/media/Fl7mVljakAEmAPA?format=jpg&name=small'],https://twitter.com/nextindiatimes/status/1611979026352214016,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
ET NOW,@ETNOWlive,2023-01-08T06:51:50.000Z,"ET NOW
@ETNOWlive
·
8 Jan","#NewsAlert | Prime Minister's Office to hold high level meeting on Joshimath crisis: Officials (From Agencies) 
@PMOIndia
 #Joshimath #JoshimathIsSinking
7
27
8,145",,,7,27,['https://pbs.twimg.com/media/Fl7lyiwacAAaHrU?format=jpg&name=small'],https://twitter.com/ETNOWlive/status/1611978972249870338,,,"{'neg': 0.177, 'neu': 0.823, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
Uttaranchal Today,@uttaratoday,2023-01-08T06:51:40.000Z,"Uttaranchal Today
@uttartoday
,
8 Jan","Is Joshimath sitting on a time bomb which is bound to explode? Why are experts saying so- know
https://uttaranchaltoday.com/home/know-why-experts-is-saying-joshimath-is-sitting-on-time/article88044.html…
#joshimath #uttarakhand
uttaranchaltoday.com
Is Joshimath sitting on a time bomb which is bound to explode? Know why experts are saying this - Uttaranc...
Joshimath
56",,,,,[],https://twitter.com/uttaratoday/status/1611978929912401921,ORG,,"{'neg': 0.148, 'neu': 0.852, 'pos': 0.0, 'compound': -0.7757}",-0.7757,neg
DIGI MAHARAJA NEWS,@MaharajaDigi,2023-01-08T06:51:38.000Z,"digi maharaja news
@maharajdigi
,
8 Jan","Taj Mahal - The world famous building Taj Mahal is shrouded in fog
#SuryakumarYadav #INDvSL #RishiPrasadPratiyogita #SpiritualSunday#OkkaduCelebrations #Joshimath #BoycottbollywoodCompletely #KrantiTrailer #Vaarasudu #DBoss #VarisuFromJan11 #FACup #ThunivuFromJan11 #BoycottPathan#INDvSL
0:53
160 views
744",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1611978471802302466/pu/img/2apRoJCUirhGTRG9.jpg'],https://twitter.com/MaharajaDigi/status/1611978922492825600,ORG,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
News Times Today,@News_TimesToday,2023-01-08T06:50:54.000Z,"News Times Today
@News_TimesToday
·
8 Jan","#Delhi- PMO will hold high level meeting today, #Joshimath matters PMO will hold high level meeting.
#joshimath
@PMOIndia
 #JoshimathIsSinking
@pushkardhami
 

photo-symbolic
61",,,,,['https://pbs.twimg.com/media/Fl7l4paaUAAIpOb?format=jpg&name=small'],https://twitter.com/News_TimesToday/status/1611978734860632064,ORG,,"{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.0258}",0.0258,pos
Bhavishyat.Org,@BhavishyatOrg,2023-01-08T06:50:42.000Z,"Bhavishyat.Org
@BhavishyatOrg
·
8 Jan","Please see this #Facebook post very seriously.
@atulsati1
 @MinakshiKandwal
 @ABPNews
 @pantlp
 
#Joshimath #JoshimathIsSinking #JoshimathKoBachanaHai #JoshimathLandslide #Himalayas #Uttrakhand #Warning #चेतावनी
Predictions.Org
@BhavishyatOrg
,
Jan 8
#true_prophecies
// solar fire — volcanoes will be active //
friends,
Yesterday, on 7th January '23, we had informed you about the Solar Flare on 6th January and also mentioned the affected areas..
https://m.facebook.com/story.php?story_fbid=pfbid02k86jBmdwV9cKCXLFMpaCgV8K4QW8C4QwsrPhmtkrLkAZHaevjmmmvZe3igo6cXE3l&id=100072112244566&mibextid=Nif5oz…
#CC @pushkardhami @AmitShah @PMOIndia
107",,,,,"['https://pbs.twimg.com/profile_images/1452280118584430601/11pTr4-x_mini.jpg', 'https://pbs.twimg.com/media/Fl7j0NgaAAIrPDg?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fl7j0yZacAAZ4rn?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fl7j1VbagAA4Pzn?format=jpg&name=360x360']",https://twitter.com/BhavishyatOrg/status/1611978687100096514,,,"{'neg': 0.088, 'neu': 0.793, 'pos': 0.119, 'compound': 0.4779}",0.4779,pos
The Times Of India,@timesofindia,2023-01-08T06:47:34.000Z,"The Times Of India
@timesofindia
·
8 Jan","#Joshimath land subsidence | PMO to hold a high-level meeting on Joshimath. Principal Secretary to PM, Dr PK Mishra will hold a high-level review with Cabinet Secretary & senior officials of GoI and members of National Disaster Management Authority at PMO today afternoon.
3
5
41
10.6K",,3,5,41,['https://pbs.twimg.com/media/Fl7lVOoaYAAFnF0?format=jpg&name=small'],https://twitter.com/timesofindia/status/1611977897891463168,ORG,,"{'neg': 0.092, 'neu': 0.878, 'pos': 0.029, 'compound': -0.5859}",-0.5859,neg
DIGI MAHARAJA NEWS,@MaharajaDigi,2023-01-08T06:46:05.000Z,"digi maharaja news
@maharajdigi
,
8 Jan","Police Found Dead Body - Police found the body of a woman lying on the ground
#SuryakumarYadav #INDvSL #RishiPrasadPratiyogita #SpiritualSunday#OkkaduCelebrations #Joshimath #BoycottbollywoodCompletely #KrantiTrailer #Vaarasudu #DBoss #VarisuFromJan11 #FACup #ThunivuFromJan11 #BoycottPathan
1
1
748",,,1,1,['https://pbs.twimg.com/ext_tw_video_thumb/1611976642209157126/pu/img/ZNgeZEtK339KdTP6.jpg'],https://twitter.com/MaharajaDigi/status/1611977524707463169,ORG,,"{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.8271}",-0.8271,neg
ABP LIVE,@abplive,2023-01-08T06:43:53.000Z,"ABP LIVE
@abplive
·
8 Jan","The Shankaracharya Matth in the Jyotirmath area, has also developed cracks in many places over the past 15 days.
#Joshimath #joshimathsinking #Joshimathlandsinking
#JoshimathSubsidence
#UttarakhandTownJoshimath
news.abplive.com
Joshimath Sinking: Shankaracharya Matth Develops Cracks, Seer Says 'Filing Petition In SC'
The Shankaracharya Matth in the Jyotirmath area, has also developed cracks in many places over the past 15 days.
1
862",,,,1,['https://pbs.twimg.com/card_img/1614854813597974529/4B9NDV_M?format=jpg&name=small'],https://twitter.com/abplive/status/1611976970639937536,ORG,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
NDTV,@ndtv,2023-01-08T06:42:57.000Z,"NDTV
@ndtv
·
8 Jan"," #BREAKING | Principal Secretary to PM Modi Dr PK Mishra to hold a high-level review on #Joshimath subsidence with Cabinet Secretary, senior government officials and members of the National Disaster Management Authority at PMO today afternoon.
4
39
12.6K",🔴,,4,39,['https://pbs.twimg.com/media/Fl7jl7EaMAADnbK?format=png&name=900x900'],https://twitter.com/ndtv/status/1611976736782299136,ORG,,"{'neg': 0.104, 'neu': 0.863, 'pos': 0.033, 'compound': -0.5859}",-0.5859,neg
DIGI MAHARAJA NEWS,@MaharajaDigi,2023-01-08T06:42:26.000Z,"digi maharaja news
@maharajdigi
,
8 Jan","Police Station Kheragarh - Kheragarh police arrested a gangster with a reward of 25 thousand
#SuryakumarYadav #INDvSL #RishiPrasadPratiyogita #SpiritualSunday#OkkaduCelebrations #Joshimath #BoycottbollywoodCompletely #KrantiTrailer #Vaarasudu #DBoss #VarisuFromJan11 #FACup
530",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1611976065462980613/pu/img/3D3SV7vp6iSPZuyF.jpg'],https://twitter.com/MaharajaDigi/status/1611976606880509952,ORG,,"{'neg': 0.108, 'neu': 0.764, 'pos': 0.128, 'compound': 0.1531}",0.1531,pos
DIGI MAHARAJA NEWS,@MaharajaDigi,2023-01-08T06:37:19.000Z,"digi maharaja news
@maharajdigi
,
8 Jan","G 20 - Preparations for the G 20 conference have also started in Tajnagari
#SuryakumarYadav #INDvSL #RishiPrasadPratiyogita #SpiritualSunday#OkkaduCelebrations #Joshimath #BoycottbollywoodCompletely #KrantiTrailer #Vaarasudu #DBoss #VarisuFromJan11 #FACup #ThunivuFromJan11 #BoycottPathan
0:54
94 views
607",,,,,[],https://twitter.com/MaharajaDigi/status/1611975318746845185,ORG,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
DIGI MAHARAJA NEWS,@MaharajaDigi,2023-01-08T06:34:55.000Z,"digi maharaja news
@maharajdigi
,
8 Jan","House Tax - Notice proceedings of the company selected by the government for house tax postponed
#SuryakumarYadav #INDvSL #RishiPrasadPratiyogita #SpiritualSunday#OkkaduCelebrations #Joshimath #BoycottbollywoodCompletely #KrantiTrailer #Vaarasudu #DBoss #VarisuFromJan11 #FACup #ThunivuFromJan11
546",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1611974021817729024/pu/img/aJrZJOENCM8aMwlt.jpg'],https://twitter.com/MaharajaDigi/status/1611974714133741570,ORG,,"{'neg': 0.062, 'neu': 0.938, 'pos': 0.0, 'compound': -0.2023}",-0.2023,neg
News1Indiatweet,@News1IndiaTweet,2023-01-08T06:30:25.000Z,"News1Indiatweet
@News1IndiaTweet
·
8 Jan","Cracks in 603 houses of Joshimath, 55 families were evacuated to safer places

#Joshimath #JoshimathIsSinking #joshimathsinking
@pushkardhami
 @MygovU
 @narendramodi
1
123",,,,1,['https://pbs.twimg.com/media/Fl7hbDbaEAM-UH3?format=png&name=small'],https://twitter.com/News1IndiaTweet/status/1611973580518219777,,,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4215}",0.4215,pos
Navajivan News,@NewsNavajivan,2023-01-08T06:29:28.000Z,"Navjeevan News
@newsanwajeevan
·
8 informed","Joshimath is sinking! Which development is taking a toll on mankind
#Joshimath #joshimathsinking #Uttarakhand
youtube.com
Joshimath is sinking! Which development is taking a toll on mankind?
#joshimath #uttarakhand #landslides_india #himalyas #globalwarming #gujaratinewslive #gujaratisamachar #gujaratinews #aajnasamachar Watch more news like this...
110",,,,,['https://pbs.twimg.com/card_img/1614520075616399363/48J-tuy_?format=jpg&name=240x240'],https://twitter.com/NewsNavajivan/status/1611973344244662277,ORG,,"{'neg': 0.0, 'neu': 0.919, 'pos': 0.081, 'compound': 0.5207}",0.5207,pos
Zee News English,@ZeeNewsEnglish,2023-01-08T06:27:58.000Z,"zee news english
@zeenevsenglish
,
8 Jan","Why #Uttarakhand's holy town #Joshimath sinking?
4:42
982 views
1
7
2,499",,,1,7,['https://pbs.twimg.com/media/Fl7gyH7agAAZuUi.jpg'],https://twitter.com/ZeeNewsEnglish/status/1611972966849581058,LANGUAGE,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Negi tweets,@negi_tweets,2023-01-08T06:27:57.000Z,"Negi tweets
@negi_tweets
·
8 Jan","the question is
@pantlp
 Yes, this Uttarakhand has given so many great people in the world of politics and acting.
But today he is sitting silent and has become the so-called brand ambassador of Uttarakhand.
The mountain gave people like the mountain, but the people rejected the mountain.
everyone has become an idol
#joshimath
LP Pants
@pantlp
,
Jan 8
Joshimath has been declared a disaster prone area. All the houses which have cracks will be demolished. Fabricated houses will be made for the affected. Due to the large army base, the soldiers are also being shifted to safer places. The pain of Joshimath has also reached the Supreme Court.
5
131",,,,5,['https://pbs.twimg.com/profile_images/1532011067085189120/cZRpIuBq_mini.jpg'],https://twitter.com/negi_tweets/status/1611972961132761089,,,"{'neg': 0.124, 'neu': 0.74, 'pos': 0.136, 'compound': -0.1182}",-0.1182,neg
Times Now Navbharat,@TNNavbharat,2023-01-08T06:25:41.000Z,"Times Now Navbharat
@TNNavbharat
·
8 Jan","Hundreds of families remain in trouble due to landslide crisis, Uma Bharti and Harish Rawat will also reach Joshimath

#Joshimath #Uttarakhand
timesnowhindi.com
Joshimath: Crisis on hundreds of families continues due to landslide crisis, Uma Bharti and Harish Rawat will also reach...
Joshimath Crisis: The Dhami government of Uttarakhand is in action regarding the Joshimath crisis. Meanwhile, the work of taking the affected people to relief and safe place is going on continuously. Former Chief Minister and Congress...
2
3
5
522",,2,3,5,[],https://twitter.com/TNNavbharat/status/1611972391995072513,WORK_OF_ART,,"{'neg': 0.248, 'neu': 0.681, 'pos': 0.071, 'compound': -0.9623}",-0.9623,neg
Dynamite News,@DynamiteNews_,2023-01-08T06:25:19.000Z,"Dynamite News
@DynamiteNews_
·
8 Jan","Uttarakhand's Jyotirmath: Now Shankaracharya Matth also develops cracks 

#Joshimath
dynamitenews.com
Uttarakhand's Jyotirmath: Now Shankaracharya Matth also develops cracks
The situation in Joshimath remains grim as one of the Hindu monasteries, the Shankaracharya Matth in Jyotirmath area, has also developed cracks in many places. Read on for details
76",,,,,['https://pbs.twimg.com/card_img/1615597599423332354/lQ43dPBy?format=jpg&name=small'],https://twitter.com/DynamiteNews_/status/1611972296075546627,,,"{'neg': 0.073, 'neu': 0.927, 'pos': 0.0, 'compound': -0.5719}",-0.5719,neg
"Anjul Negi (Kotdwar,Uk)",@UkAnjul,2023-01-08T06:14:14.000Z,"Anjul Negi (Kotdwar, UK)
@ukanjul
,
8 Jan","#Uttrakhand
Sabse phele #Tehri phir #Raini ab #Joshimath in sab ki sarkaar duara development ki lottery lag chuki hai agla number kis ka hoga ? Kisko chaiye double Engine ka vikas reply mei jawab dein 
1
2
6
273",♥ 🙏 🙏,1,2,6,[],https://twitter.com/UkAnjul/status/1611969508364914689,GPE,,"{'neg': 0.065, 'neu': 0.899, 'pos': 0.035, 'compound': -0.2732}",-0.2732,neg
Khabrain Abhi Tak News Channel,@KhabrainAbhiTak,2023-01-08T06:13:50.000Z,"news abhiq news channel
@खबरेनअभितक
,
8 Jan","Congress constituted a committee on the Joshimath episode, an 11-member committee was formed under the leadership of Karan Mahara.
#joshimath #uttarakhand #LatestNews #Hindikhabar #Khabrainabhitak #HindiNews #Congress
48",,,,,['https://pbs.twimg.com/media/Fl7dnm-akAEwlsi?format=jpg&name=small'],https://twitter.com/KhabrainAbhiTak/status/1611969407357685760,ORG,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
IamDeKunj (Fringe Element),@Millenniumlion,2023-01-08T06:01:38.000Z,"IamDeKunj (Fringe Element)
@Millenniumlion
·
8 Jan","The #Joshimath crisis began way back in 2009 when 
@INCIndia
 was in power at the center. They still had 6 years to take precautionary steps but didn't. Why?? #JoshimathKoBachanaHai
The following media includes potentially sensitive content. Change settings
View
61",,,,,[],https://twitter.com/Millenniumlion/status/1611966338133807105,,,"{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.4423}",-0.4423,neg
News24,@news24tvchannel,2023-01-08T05:50:08.000Z,"News24
@news24tvchannel
·
8 Jan","Cracks in the floor of Narasimha temple of Joshimath, Narasimha temple is considered to be the second home of Lord Vishnu.

#Joshimath #JoshimathIsSinking #joshimathsinking
7
42
232
9,859",,7,42,232,['https://pbs.twimg.com/amplify_video_thumb/1611961202569285632/img/umwmbKabr9ZPDy_o.jpg'],https://twitter.com/news24tvchannel/status/1611963443111952384,WORK_OF_ART,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Kiran.,@moneybizines,2023-01-08T05:49:25.000Z,"Kiran.
@moneybizines
·
8 Jan","#Joshimath
google.com
Joshimath is a landslide mishra report - Google Search
 2
78",🔎,2,,,['https://pbs.twimg.com/card_img/1609661001317908481/iQQpDk9U?format=png&name=240x240'],https://twitter.com/moneybizines/status/1611963263637684224,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
𝓝𝓪𝓭𝓮𝓮𝓶 𝓝𝓪𝓺𝓿𝓲 𝓝𝓝𝓰,@NadeemNaqviNNg,2023-01-08T05:48:15.000Z,"𝓝𝓪𝓷𝓪𝓷𝓸𝓸𝓸𝓺𝓸
@NadeemNaqviNNg
·
8 Jan","In #Joshimath the #Uttrakhand govt announced rehabilitation of the families and aid of Rs4000 per family for next 6 months.
Nothing for the people of #Haldwani in #HaldwaniEviction!
#joshimathsinking #JoshimathSubsidence
1
1
105",,,1,1,[],https://twitter.com/NadeemNaqviNNg/status/1611962970753626112,,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
