UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,NER,gender,scores,sentiment_score,overall_sentiment
Blessen Theverthundiyil AAP,@BTSNationalist,2023-01-07T04:00:48.000Z,"Apt in Plaissen Dewerthundi
@bitznationalist
·
௭ Jan","Helping Uttarakhand  Joshimath families financially is the need of the hour. Almost 5000 individuals are affected directly.

#Joshimath
1
1
2
590",💯,1,1,2,[],https://twitter.com/BTSNationalist/status/1611573540251398144,PERSON,female,"{'neg': 0.077, 'neu': 0.817, 'pos': 0.106, 'compound': 0.1531}",0.1531,pos
Romola Butalia,@romolabutalia,2023-01-07T03:34:26.000Z,"Romola Butalia
@romolabutalia
·
7 Jan","#Joshimath #SaveJoshimath Online Meeting of Scientists & Journalists 6th Jan 2023. Speakers: Dr Hemant Dhyani, Dr Navin Juyal, Dr. Shubra Sharma, Mallika Bhanot, Dr, Meera Khilnani etc moderated by Ayush Joshi 
@rastafaribaba
 @trilochanbhatt
 @shivaniazadTOI
 @pujaawasthi
 @atulsati1
1
1
2
250",,1,1,2,[],https://twitter.com/romolabutalia/status/1611566906326265858,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Romola Butalia,@romolabutalia,2023-01-07T02:34:44.000Z,"Romola Butalia
@romolabutalia
·
7 Jan","#Joshimath #SaveJoshimath 
@hridayeshjoshi
 documents Joshimath Crisis: A Man-made Disaster? Watch this video:
youtube.com
Joshimath Crisis: A man-made disaster?
#joshimath #himalayas #ntpc #disaster A torchlight procession was taken out in Joshimath on a chilly Wednesday night when the temperature was only 4 degrees....
2
6
8
1,308",,2,6,8,['https://pbs.twimg.com/card_img/1611192613054611458/8hN7plJK?format=jpg&name=240x240'],https://twitter.com/romolabutalia/status/1611551881486270464,PERSON,female,"{'neg': 0.33, 'neu': 0.67, 'pos': 0.0, 'compound': -0.9569}",-0.9569,neg
Meera Rotti,@MeeraRotti,2023-01-07T02:15:47.000Z,"Mira Rotti
@MiraRotti
·
7 John","Replying to 
@SalimAli_Bird
 @moefcc
  and 2 others
Just the way scientific studies had warned of #joshimath sinking n warning was ignored, i hope Pune doesn't go the same way....
1
2
123",,,1,2,[],https://twitter.com/MeeraRotti/status/1611547112931741696,PERSON,female,"{'neg': 0.208, 'neu': 0.703, 'pos': 0.089, 'compound': -0.4404}",-0.4404,neg
Manshi Asher,@ManshiAsher,2023-01-08T23:27:24.000Z,"Manshi Asher
@manshiashir
·
9","Replying to 
@indiainfraguru
, 
@Upadhyay_Cavita
 and 
@CEA_India
Cumulative impacts of all landuse change matters. Point here is: in both #joshimath & parbati valley hydro dams with underground tunnels using TBMs being built. Proponents claim TBMs are 'safe' alternative to drilling by blasting. Evidence shows theyre neither safe nor successful
1
1
134",,1,,1,[],https://twitter.com/ManshiAsher/status/1612229513961775105,PERSON,female,"{'neg': 0.047, 'neu': 0.882, 'pos': 0.071, 'compound': 0.0586}",0.0586,pos
shaista,@shaistazarreen,2023-01-08T22:06:14.000Z,"Shaista
@shaistajarreen
,
9 Jan","#haldwani #Joshimath #HaldwaniEncroachment 
Jab aag lagti hai ghar aate hai sabke zadd me
127",,,,,[],https://twitter.com/shaistazarreen/status/1612209087974080512,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Muskan Upadhyay,@upadhyay_m_06,2023-01-08T18:29:34.000Z,"Muskaan Upadhyay
@Upadhyay_M_06
,
8 Jan","#Joshimath in danger. May God show his divine power and help people.
1
1
13
465",,1,1,13,[],https://twitter.com/upadhyay_m_06/status/1612154560499580928,PERSON,female,"{'neg': 0.156, 'neu': 0.459, 'pos': 0.385, 'compound': 0.6124}",0.6124,pos
Naina Yadav,@NAINAYADAV_06,2023-01-08T18:13:52.000Z,"Naina Yadav
@Nainayadav_06
·
8 John","If cognizance of the concern of what is happening now in Joshimath had been taken earlier, then this situation would not have happened today, the officials of Joshimath and the government there did not pay attention to it in time.
#joshimath
9
21
103
4,719",,9,21,103,['https://pbs.twimg.com/ext_tw_video_thumb/1612150572848918529/pu/img/oFD4L94SaIgN1aFu.jpg'],https://twitter.com/NAINAYADAV_06/status/1612150610987724800,PERSON,female,"{'neg': 0.0, 'neu': 0.971, 'pos': 0.029, 'compound': 0.0762}",0.0762,pos
Reetu rawat,@Reeturawat2,2023-01-08T17:13:23.000Z,"Ritu Rawat
@Riturawat2
·
8 informed","#Joshimath
It's a beautiful town needs better treatment  by the govtt
2
149",,,,2,[],https://twitter.com/Reeturawat2/status/1612135389057421312,PERSON,female,"{'neg': 0.0, 'neu': 0.57, 'pos': 0.43, 'compound': 0.7783}",0.7783,pos
Seema Chishti,@seemay,2023-01-08T16:13:08.000Z,"Seema Chishti
@Simanya
·
8 informed","Why is Joshimath standing on the verge of ruin? Exclusive conversation with SP Sati. #joshimath
youtube.com
Explained: Why Joshimath is on the brink of disaster. Uttarakhand |...
For the last few days, news is coming from Uttarakhand that Joshimath city is sinking. Cracks are appearing in houses, fields, roads and highways. The cracks are getting deeper and wider every day.
1
10
1,825",,,1,10,['https://pbs.twimg.com/card_img/1614883676491517952/62HFGBMz?format=jpg&name=240x240'],https://twitter.com/seemay/status/1612120225058787330,PERSON,female,"{'neg': 0.115, 'neu': 0.863, 'pos': 0.022, 'compound': -0.8126}",-0.8126,neg
Ritu #truthseeker,@RituRathaur,2023-01-08T15:16:09.000Z,"Ritu #truthseeker
@RituRathaur
,
Jan 8","Very frightening pictures of 'vikas' coming from #Joshimath
11
112
211
11.9K",,11,112,211,"['https://pbs.twimg.com/media/Fl9ZvVcacAIJNwh?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fl9ZvoYaEAIy-gk?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fl9Zv5jaMAImpJb?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fl9ZwYbaMAE3nCp?format=jpg&name=360x360']",https://twitter.com/RituRathaur/status/1612105886033670146,PERSON,female,"{'neg': 0.241, 'neu': 0.759, 'pos': 0.0, 'compound': -0.5413}",-0.5413,neg
Anukriti Gusain,@Anukriti_Gusain,2023-01-08T14:41:16.000Z,"Anukriti Gusain
@Anukriti_Gusain
,
8 Jan","It is my custom from Mr. Badri Vishal to shower his blessings on the people of Joshimath, on the people of our mountain.
#joshimath #savejoshimath #joshimathissinking #anukritigusain
@kharge
 @RahulGandhi
 @priyankagandhi
 @devendrayadvinc
 @KaranMahara_INC
 @WithCongress_Uk
 @INCIndia
1
3
29
774",,1,3,29,"['https://pbs.twimg.com/media/Fl9RZ5xaEAA1L-x?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fl9RZ57aUAUpTKc?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fl9RZ55acAIoZo0?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fl9RZ59aAAAo90c?format=jpg&name=360x360']",https://twitter.com/Anukriti_Gusain/status/1612097105950302208,PERSON,female,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.5423}",0.5423,pos
Nivedita Khandekar,@nivedita_Him,2023-01-08T13:14:43.000Z,"nivedita khandekar
@nivedita_him
,
8 Jan","Experts from NDMA, National Institute of Disaster Management, Geological Survey of India, IIT Roorkee, Wadia Institute of Himalayan Geology, National Institute of Hydrology & Central Building Research Institute to study and give recommendations, officials said. #Joshimath

n/last
1
1
2
243",,1,1,2,[],https://twitter.com/nivedita_Him/status/1612075328364773376,PERSON,female,"{'neg': 0.102, 'neu': 0.898, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
Liz Goldenberg,@newstruthliz,2023-01-08T12:04:42.000Z,"Liz Goldenberg
@newstruthliz
·
8 Jan","Authorities in Indian #Himalayan town of #Joshimath in #Uttarakhand state stopped construction activities & started moving hundreds to temp shelters after temple collapsed & cracks appeared in over 600 houses b/c of #sinking land, officials said yesterday.
apnews.com
Sinking land forces hundreds to leave Indian temple town
LUCKNOW, India (AP) — Authorities in an Indian Himalayan town have stopped construction activities and started moving hundreds of people to temporary shelters after a temple collapsed and cracks...
93",,,,,['https://pbs.twimg.com/card_img/1611735074311110663/qsEgEAM1?format=jpg&name=small'],https://twitter.com/newstruthliz/status/1612057705023250433,PERSON,female,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.7351}",-0.7351,neg
Jyoti Karki,@Jyoti_karki_,2023-01-08T11:03:45.000Z,"Jyoti Karki
@jyoti_karki_
·
Go to 8","The thing to note is that because of whose fault thousands of people will have to leave their homes.

#itsalittledelayed #joshimath
ANI UP/Uttarakhand
@ANINewsUP
,
Jan 8
Joshimath's existence, lives & livelihoods of residents threatened. We stand with them. We are with the Govt & CM in this challenge. It's a little delayed but if we work promptly & Center uses all its might - it should be national mission to save Joshimath: Ex-U'khand CM H Rawat
Show this thread
1
1
4
673",,1,1,4,"['https://pbs.twimg.com/profile_images/706717125369470976/C-CLFqhC_mini.jpg', 'https://pbs.twimg.com/media/Fl8dqgbaMAEQ7Uf?format=jpg&name=small']",https://twitter.com/Jyoti_karki_/status/1612042369641369601,PERSON,female,"{'neg': 0.079, 'neu': 0.833, 'pos': 0.088, 'compound': 0.3987}",0.3987,pos
Krisha Gupta,@K8r8i8s8h8a8,2023-01-08T11:01:57.000Z,"Krisha Gupta
@Kon8r8e8s8h8o8
·
Go to 8","Replying to 
@MinakshiKandwal
#JoshimathIsSinking 

This is all due to the #govt and their  poor policies. Tapovan dam project was a clear failure . The aftermath is here #today #joshimath is at stake. About 1500 houses are to be vacated within a short period of time. Thousands of lives at risk .
1
1
2
59",,1,1,2,[],https://twitter.com/K8r8i8s8h8a8/status/1612041915461169154,PERSON,female,"{'neg': 0.154, 'neu': 0.799, 'pos': 0.047, 'compound': -0.7096}",-0.7096,neg
jinnah ka malik.,@jinnahkamaalik,2023-01-08T10:30:33.000Z,"jinnah malik.
@jinnahkamaalik
·
8 Jan","#Joshimath
#SaveJoshimath 
@PMOIndia
 @narendramodi
 @AmitShah
 
Plz save Joshimath, evacuate people ASAP.
Why, people are still residing there on fault line, disaster can happen anytime now.
Plz intervene and get things done.
75",,,,,[],https://twitter.com/jinnahkamaalik/status/1612034013295968262,PERSON,female,"{'neg': 0.172, 'neu': 0.682, 'pos': 0.146, 'compound': -0.4588}",-0.4588,neg
Sonika singh,@Imsonikasingh,2023-01-08T09:57:51.000Z,"Sonika Singh
@msonikasingh
,
8 Jan","Bharat 24 has decided to save Joshimath
@Bharat24Liv
 @ShamsherSLive
 #joshimath
Bharat 24 - Vision Of New India
@Bharat24Liv
,
Jan 8
#JoshimathCrisis: Who is responsible for the sinking land, bursting roads, cracks in the houses?

Watch: https://bit.ly/3ik4iof

#joshimathsinking #Bharat24Digital
@pushkardhami @ShamsherSLive @Imsonikasingh @journomskanwar @Sakshijournalis
2
2
23
712",,2,2,23,"['https://pbs.twimg.com/profile_images/1582775632366559234/rvYDDt6D_mini.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1612004599573155840/img/5urYt8oIG0D47DdY.jpg']",https://twitter.com/Imsonikasingh/status/1612025784918740992,PERSON,female,"{'neg': 0.0, 'neu': 0.842, 'pos': 0.158, 'compound': 0.7579}",0.7579,pos
Gyana Rath,@iamGyana,2023-01-08T08:44:50.000Z,"chariot of knowledge
@yannana
,
8 Jan","Worrying scenes coming in from #Joshimath . Praying to Bholenath for everyone's safety. 
#JoshimathIsSinking
73",,,,,[],https://twitter.com/iamGyana/status/1612007408532082689,PERSON,female,"{'neg': 0.128, 'neu': 0.588, 'pos': 0.283, 'compound': 0.4404}",0.4404,pos
Odisha Bhaskar,@odishabhaskar,2023-01-08T08:07:25.000Z,"Odisha Bhaskar
@odishabhaskar
,
8 Jan","PMO To Hold High-Level Meeting On Joshimath Crisis Today
Read More- https://odishabhaskar.in/national/pmo-to-hold-high-level-meeting-on-joshimath-crisis-today/…

#JoshimathSinking #Joshimath #JoshimathIsSinking #Uttarakhand #Latest_News #OdishaBhaskar
odishabhaskar.in
PMO To Hold High-Level Meeting On Joshimath Crisis Today
New Delhi: A high-level meeting regarding the Joshimath crisis will take place at the Prime Minister's Office (PMO) On Sunday.Dr. P. K. Mishra, PM Modi's principal secretary, will convene a high-le...
110",,,,,[],https://twitter.com/odishabhaskar/status/1611997993049247744,PERSON,female,"{'neg': 0.183, 'neu': 0.817, 'pos': 0.0, 'compound': -0.9231}",-0.9231,neg
Sakshi,@sakshinews,2023-01-08T07:55:47.000Z,"Witness
@sakshinevs
,
8 Jan","Center's high-level review on 'Joshimath' cracks
https://sakshi.com/telugu-news/national/pm-office-calls-key-meet-sinking-uttarakhand-town-joshimath-1516369…
#joshimath #Uttarakhand #TeluguNews
sakshi.com
Center's high-level review on 'Joshimath' cracks
The Prime Minister's Office has called for a high-level meeting on the current situation in Joshimath.
2
435",,,,2,['https://pbs.twimg.com/card_img/1614638150420152323/qpPfFYkO?format=jpg&name=small'],https://twitter.com/sakshinews/status/1611995063290331138,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Pooja Khanduri,@khanduri_pooja,2023-01-08T07:45:34.000Z,"Pooja Khanduri
@Khanduri_Pooja
·
8 John","Joshimath committee submitted interim report to the government, said- Half of Joshimath is disaster prone, dilapidated buildings need to be demolished immediately
#savejoshimath #joshimath #JoshimathIsSinking #Joshimath
2
7
43
1,054",,2,7,43,['https://pbs.twimg.com/media/Fl7yoHpaYAAmMlJ?format=jpg&name=small'],https://twitter.com/khanduri_pooja/status/1611992491791904769,PERSON,female,"{'neg': 0.132, 'neu': 0.868, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
Anamika Ratna,@anamikaratna,2023-01-08T06:55:34.000Z,"ring finger
@anamikaratna
,
8 Jan","@PMOIndia
 to hold high level meeting on #Joshimath
District Officials of Joshimath will also remain present through Video Conference on this issue.#JoshimathIsSinking
#JoshimathKoBachanaHai
1
49",,,,1,[],https://twitter.com/anamikaratna/status/1611979909211262976,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Sanghi,@bonghindu,2023-01-08T06:54:59.000Z,"Sanghi
@bonghindu
·
Jan 8","Juat pray to Lord Shiva we can save #Joshimath and there is no loss of life.
Press Trust of India
@PTI_News
·
8 Jan
Prime Minister's Office to hold high level meeting on Joshimath crisis: Officials
2
64",,,,2,['https://pbs.twimg.com/profile_images/826806758513446913/2__zaKJN_mini.jpg'],https://twitter.com/bonghindu/status/1611979765086580737,PERSON,female,"{'neg': 0.185, 'neu': 0.625, 'pos': 0.19, 'compound': 0.0516}",0.0516,pos
Marya Shakil,@maryashakil,2023-01-08T06:46:01.000Z,"Marya Shakil
@maryashakil
·
8 Jan","Principal Secretary to PM Dr P K Mishra will hold a high level review with Cabinet Secretary & members of NDMA. 

District Officials of Joshimath will also remain present through VC on this issue. #JoshimathIsSinking #Joshimath
2
3
34
3,058",,2,3,34,[],https://twitter.com/maryashakil/status/1611977507422744577,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Sanghi,@bonghindu,2023-01-08T06:37:58.000Z,"Sanghi
@bonghindu
·
Jan 8","Replying to 
@MJ_007Club
Can #Joshimath be saved?
1
251",,,,1,[],https://twitter.com/bonghindu/status/1611975482614099968,PERSON,female,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4215}",0.4215,pos
Meenakshi Sharan,@meenakshisharan,2023-01-08T06:14:34.000Z,"Meenakshi Sharan
@meenakshisharan
·
8 Jan","#Joshimath - the winter seat of Bhagwan Badrinath is sinking due to mindless infrastructure development in #Uttarakhand !
Vedic people gave the world the Mantra of equilibrium, sadly Indians today are aping west in the name of development!
#JoshimathIsSinking is very disturbing!
Nidhi Bahuguna 𑆤𑆴𑆣𑆴
@vinirish
·
7 Jan
@pushkardhami @ganeshjoshibjp @dmdehradun mountain sides are peeled off in nearly every road of Mussoorie and buildings being constructed inspite of construction ban #joshimathsinking will be repeated here ! Who gives permission , building plans ?
Show this thread
7
58
93
41.2K",,7,58,93,"['https://pbs.twimg.com/profile_images/1554394756360589312/H2RoMrrL_mini.jpg', 'https://pbs.twimg.com/media/Fl2gr96aYAIA1yc?format=jpg&name=360x360', 'https://pbs.twimg.com/media/Fl2gr96aYAgy9ep?format=jpg&name=360x360']",https://twitter.com/meenakshisharan/status/1611969591789649921,PERSON,female,"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.9332}",-0.9332,neg
Ritu #truthseeker,@RituRathaur,2023-01-08T06:13:24.000Z,"Ritu #truthseeker
@RituRathaur
,
Jan 8","Very bad news from #Joshimath 
Now deep cracks have appeared in the most ancient Narasimha bhagwan Temple to!
This is the great temple where shankracharya ji had done sadhna & set up a mutt 
It's where badrinath is worshiped in winters!
Our Gods are leaving us
Now enjoy tourism!
2:20
38.6K views
95
709
1,273
85.4K",,95,709,"1,273",['https://pbs.twimg.com/ext_tw_video_thumb/1611969157435920386/pu/img/d_5I5huS-bmqfWxL.jpg'],https://twitter.com/RituRathaur/status/1611969297827655680,PERSON,female,"{'neg': 0.058, 'neu': 0.765, 'pos': 0.177, 'compound': 0.8309}",0.8309,pos
Priyanka kandpal,@pri_kandpal,2023-01-08T06:04:13.000Z,"Priyanka kandpal
@pri_kandpal
,
Jan 8","Pandey ji's house in Joshimath's Manohar Bagh.. They are asking where should I go leaving my home and my temple? These pictures are heart breaking, his wife's tears are not stopping, but the truth is that her house is not worth living. Mr. Pandey says that I will die here, what else should I say?

#Joshimath #JoshimathKoBachanaHai
12
43
126
12.6K",,12,43,126,['https://pbs.twimg.com/ext_tw_video_thumb/1611966912967090176/pu/img/g1LebMpHbujkPw77.jpg'],https://twitter.com/pri_kandpal/status/1611966987713875973,PERSON,female,"{'neg': 0.138, 'neu': 0.799, 'pos': 0.063, 'compound': -0.7173}",-0.7173,neg
Areena Arora,@AreenaArora,2023-01-09T23:48:57.000Z,"Arena Arora
@AreenaArora
·
10 Jan","Joshimath is one of India's most beautiful towns. It's sinking. Uncontrolled, unplanned infrastructure development can have devastating consequences. #Joshimath
Areena Arora
@AreenaArora
·
10 Jan
Many families in the affected area are finding it hard to sever their emotional ties with their homes and move out.

“I would prefer dying where I belong rather than going anywhere else. Where will I get the comfort of my own home.”

https://tribuneindia.com/news/nation/joshimath-subsidence-every-minute-important-but-many-residents-reluctant-to-leave-their-homes-468906…
2
2
6
899",,2,2,6,['https://pbs.twimg.com/profile_images/1589408553521086466/PIbZCsy7_mini.jpg'],https://twitter.com/AreenaArora/status/1612597324546465793,PERSON,female,"{'neg': 0.12, 'neu': 0.773, 'pos': 0.107, 'compound': -0.0018}",-0.0018,neg
Apsara Palit,@apsara_palit,2023-01-09T23:35:47.000Z,"Apsara Palit
@apsara_palit
·
10 Jan","#Joshimath is the beacon of Sanatan culture, a land blessed by Lord Narasima and Acharya Shankara.#Uttarakhand is Devbhoomi.We need it to exist. We tourists will stay in humble hotels.. We do not need luxurious stays.. 
@UTDBofficial
1
139",,,1,,[],https://twitter.com/apsara_palit/status/1612594011541491712,PERSON,female,"{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.5994}",0.5994,pos
Deepti,@Dipii_deepti,2023-01-09T20:18:47.000Z,"Brilliance
@dp_deepti
,
10 Jan","let's not progress so much
to shake our roots
greedy for something
we can't even meet ourselves
May such a day never come
May Mother Nature get angry with us.
#Joshimathcrisis #JoshimathIsSinking #joshimathsinking #Joshimath #poetrycommunity
3
3
229",,,3,3,[],https://twitter.com/Dipii_deepti/status/1612544436545912834,PERSON,female,"{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.8358}",-0.8358,neg
Uma Kant Singh,@umakantsingh_IN,2023-01-11T19:51:46.000Z,"Uma Kant Singh
@umakantsingh_IN
·
12 Jan","No real estate developer,building contractor or their relative should be an MLA/MP in any MOUNTAIN state, be it Himachal,Arunachal or Uttarakhand, neither in any mountain or forest REGION in any any state! All such people should be disqualified with an Ordinance! #joshimath
38",,,,,[],https://twitter.com/umakantsingh_IN/status/1613262410248523776,PERSON,female,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.6792}",-0.6792,neg
APNA DESH NO1,@APNADESHNO1,2023-01-11T19:01:56.000Z,"Your country is no
@apnadeshn1
·
Go to 12","Joshimath disaster: 'tampering with nature in the name of development, this is its result'
#joshimath #joshimathsinking #joshimathcrisis #uttarakhand #News #Hindi #HindiNews #LatestNews #LatestUpdates
 #apnadeshno1 #apnadesh1
158",,,,,['https://pbs.twimg.com/media/FmNqJFaacAUsnTq?format=jpg&name=small'],https://twitter.com/APNADESHNO1/status/1613249868604264449,PERSON,female,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
Poly Sarkar,@polysmind,2023-01-11T19:01:14.000Z,"Poly Sarkar
@polysmind
·
12 Jan","Yet to visit #Joshimath!!
Anjana Om Kashyap
@anjanaomkashyap
,
Jan 11
Prime Minister Narendra Modi will on January 13 flag off the luxury 51 days Ganga cruise pitched as the 'world's longest'. MV Ganga Vilas.
3
141",,,,3,"['https://pbs.twimg.com/profile_images/1355803499833921539/KSsReFMo_mini.jpg', 'https://pbs.twimg.com/media/FmMfpNvakAMPsa9?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FmMfpNvagAAw1BO?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FmMfpNuacAACo_w?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FmMfpNuagAAE32D?format=jpg&name=360x360']",https://twitter.com/polysmind/status/1613249693722759169,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Romola Butalia,@romolabutalia,2023-01-11T18:29:27.000Z,"Romola Butalia
@romolabutalia
·
11 Jan","#Joshimath It is past time that experts are listened to before the disasters rather than asked what to do after the disasters they predicted have happened.
Scroll.in
@scroll_in
·
11 Jan
Federal and Uttarakhand state government officials are moving thousands of residents into hotels while halting all work on road widening and a hydropower project. 

#Joshimath was a disaster waiting to happen, but nobody paid heed https://scroll.in/article/1041559/…

By @JoydeepGupta25
2
2
104",,,2,2,['https://pbs.twimg.com/profile_images/1605258806250070016/YGzA42cy_mini.jpg'],https://twitter.com/romolabutalia/status/1613241697265405953,PERSON,female,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.7311}",-0.7311,neg
Sarita Tiwari,@saritatiwariuk,2023-01-11T18:27:19.000Z,"Sarita Tiwari
@saritatiwariuk
·
11 Jan","All weather road construction work at Helang, 8 km from #Joshimath still going on after stoppage. mountains being cut

#JoshimathIsSinking
42
450
1,254
66.7K",,42,450,"1,254",['https://pbs.twimg.com/ext_tw_video_thumb/1613241110394212353/pu/img/fRVSELcCYJYPuEZ0.jpg'],https://twitter.com/saritatiwariuk/status/1613241157965971457,PERSON,female,"{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.2732}",-0.2732,neg
Romola Butalia,@romolabutalia,2023-01-11T18:22:15.000Z,"Romola Butalia
@romolabutalia
·
11 Jan","Indian space scientists on Tuesday presented satellite images showing what they described as a “significant” subsidence rate in Joshimath for over 18 months – between July 2020 and March 2022.
#Joshimath #JoshimathSubsidence 
@HarshVatsa7
 @rastafaribaba
 @yamunajiye
Nivedita Khandekar
@nivedita_Him
·
11 Jan
#Joshimath: Satellite data shows the town was sinking at a rate of 6 cm for the past 18 months !!!

Story by @kalyanray30 

Read more at: https://deccanherald.com/national/north-and-central/joshimath-satellite-data-shows-the-town-was-sinking-at-a-rate-of-6-cm-for-the-past-18-months-1179848.html?utm_source=newsshowcase&utm_medium=discover&utm_campaign=CCwQ5IDV28LipY02GIS1m5KrnM_4swEqQwgwEKuZueXpi-m_Rxj5kO7xm56QzpkBKioIACIQjry_YPDACxKLbeLPU-ztoCoUCAoiEI68v2DwwAsSi23iz1Ps7aA&utm_content=bullets…
3
4
173",,,3,4,['https://pbs.twimg.com/profile_images/1494563818378199042/C-Eb0Qig_mini.jpg'],https://twitter.com/romolabutalia/status/1613239882968883200,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
Amrita #SaveSoil,@AmritaSurya2010,2023-01-11T18:21:09.000Z,"Amrita #SaveSoil
@AmritaSurya2010
·
11 Jan","#joshimath #Sadhguru #SadhguruJV #ConsciousPlanet
Sadhguru
@SadhguruJV
·
11 Jan
Our solidarity with #Joshimath as the community works towards mitigating impact of this humanitarian & ecological crisis. May we find long-term solutions supportive of economic, ecological & spiritual aspirations of the community. Blessings. -Sg https://ndtv.com/india-news/every-year-joshimath-and-neighbourhoood-sinks-by-2-5-inch-study-finds-3680887…
3
5
106",❤ 🌎,,3,5,['https://pbs.twimg.com/profile_images/1559603903720656896/jt5DWJVy_mini.jpg'],https://twitter.com/AmritaSurya2010/status/1613239609047015443,PERSON,female,"{'neg': 0.081, 'neu': 0.73, 'pos': 0.189, 'compound': 0.5423}",0.5423,pos
Sarita Tiwari,@saritatiwariuk,2023-01-11T17:28:01.000Z,"Sarita Tiwari
@saritatiwariuk
·
11 Jan","In Joshimath, CM Pushkar Singh Dhami inspected the relief camps late night and reviewed the arrangements and assured all possible help to the affected people.

#JOSHIMATH #JoshimathIsSinking
1
4
13
599",,1,4,13,['https://pbs.twimg.com/ext_tw_video_thumb/1613225475182333954/pu/img/eNMDNfufq7FbiQOe.jpg'],https://twitter.com/saritatiwariuk/status/1613226235353759744,PERSON,female,"{'neg': 0.046, 'neu': 0.716, 'pos': 0.238, 'compound': 0.7717}",0.7717,pos
Uma Kant Singh,@umakantsingh_IN,2023-01-11T17:26:03.000Z,"Uma Kant Singh
@umakantsingh_IN
·
11 Jan","Vikas means Vikas only, Narendra Modi trying to change definition of Vikas to Vinash with his medieval dreams! This not the Story of India of 21st century! #Varanasi #joshimath
63",,,,,[],https://twitter.com/umakantsingh_IN/status/1613225740526563335,PERSON,female,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.508}",0.508,pos
Anjana,@Tinyhunterme,2023-01-14T16:21:54.000Z,"Anjana
@ThinyHunterme
·
14 John","Thousands of Hindus are leaving #Joshimath , because the city is sinking. 

Instead of supporting them and rehabilitating them, here is Modi asking to cover up the issue .

ISRO has withdrawn their report.
40
48
1,670",,,40,48,['https://pbs.twimg.com/media/FmciWEraAAAhpv6?format=jpg&name=small'],https://twitter.com/Tinyhunterme/status/1614296758573727749,PERSON,female,"{'neg': 0.0, 'neu': 0.921, 'pos': 0.079, 'compound': 0.4404}",0.4404,pos
Farhana Rizvi,@FarhanaRizvi12,2023-01-14T13:55:20.000Z,"Farhan Rizvi
@farhanrizvi12
·
14 reported","Replying to 
@SafooraZargar
 and 
@sushant_says
Allah  ki lathi me awaaz nahi hoti #Joshimath
3
3
354",,3,,3,[],https://twitter.com/FarhanaRizvi12/status/1614259876192202756,PERSON,female,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,neutral
