,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
130,130,Shivani Azad,@shivaniazadTOI,2023-01-09T17:20:45.000Z,"Shivani Azad
@shivniazadtoi
,
9 Jan","Parts of Joshimath 'sinking 1cm/year', 2006 report warned - http://toi.in/pZsjMa/a31ga8 #joshimathsinking #JoshimathSubsidence
@TOIIndiaNews
3
8
530",,,3.0,8,[],https://twitter.com/shivaniazadTOI/status/1612499631514202112
131,131,Lokmat Times,@LokmatNewsEng,2023-01-09T13:10:53.000Z,"Lokmat Times
@LokmatNewsEng
,
Jan 9","#joshimathsinking #templejoshimath
Truth About The Land Subsidence In Joshimath: Few Days Ago IIT Scientists Conducted A Survey

https://lokmattimes.com/photos/national/truth-about-the-land-subsidence-in-joshimath-few-days-ago-iit-scientists-conducted-a-survey-a475/…
18",,,,,[],https://twitter.com/LokmatNewsEng/status/1612436748986114048
132,132,News18,@CNNnews18,2023-01-09T12:27:30.000Z,"News18
@CNNnews18
,
Jan 9","#Live: #JoshimathSinking: Natural Or Man-Made Disaster? Watch #ViewPoint with
@Zakka_Jacob
29:58
261 viewers
News18
@CNNnews18
#Live: Watch #Viewpoint
1
2
1,583",,1.0,,2,['https://pbs.twimg.com/profile_images/1559788694709473280/j1s3zm5m_mini.jpg'],https://twitter.com/CNNnews18/status/1612425831103479810
133,133,The Times Of India,@timesofindia,2023-01-09T05:13:31.000Z,"The Times Of India
@timesofindia
,
Jan 9","In #Joshimath, residents face bitter cold and a sinking feeling.

“Ours was a town filled with joy and happiness before this tragedy set in. But now, there is fear and sorrow. We are praying that this ordeal ends soon.

http://toi.in/gkl4aZ29/a24gk

#JoshimathSinking
1
2
10
5,958",,1.0,2.0,10,['https://pbs.twimg.com/media/FmAZVIfaUAIcM1q?format=png&name=small'],https://twitter.com/timesofindia/status/1612316614934007808
134,134,The Times Of India,@timesofindia,2023-01-09T12:46:22.000Z,"The Times Of India
@timesofindia
,
Jan 9","#JoshimathSinking: More people evacuated, PM Modi calls #Uttarakhand CM Pushkar Singh Dhami
timesofindia.indiatimes.com
Joshimath sinking: More people evacuated, PM Modi calls Uttarakhand CM Pushkar Singh Dhami | TOI...
In view of a disaster unfolding in Joshimath town of Uttarakhand, CM Pushkar Singh Dhami will be holding a review meeting with the NDMA team and other officials. With the land subsidence continuing...
1
9
5,323",,1.0,,9,['https://pbs.twimg.com/card_img/1614875831540781059/a_wAVpq-?format=jpg&name=small'],https://twitter.com/timesofindia/status/1612430579219456003
135,135,The Tribune,@thetribunechd,2023-01-09T14:14:53.000Z,"The Tribune
@thetribunechd
,
Jan 9","#TribuneEdit: The entire region from #Chamoli to #Joshimath has faced disasters. The floods of 2013 and 2021, experts point out, had an adverse impact.

#JoshimathSubsidence #Joshimathcrisis #joshimathsinking
tribuneindia.com
Saving Joshimath
There is panic over cracks developing in homes, roads and fields in Uttarakhand's temple town of Joshimath, but scientists and geologists have been sounding the alarm for decades. It was in 1976 that...
3
431",,,,3,['https://pbs.twimg.com/card_img/1614952571948634112/e4YT98y1?format=jpg&name=small'],https://twitter.com/thetribunechd/status/1612452856384348166
136,136,Firstpost,@firstpost,2023-01-09T13:20:59.000Z,"first post
@firstpost
,
Jan 9","Is it poor drainage, reckless construction or the NTPC tunnel; why is Joshimath is on the brink of collapse? Tune in to find out

#joshimathsinking #FPPodcast
firstpost.com
Firstpost Podcast | Joshimath subsidence: Agents and factors responsible behind this crisis
Is it poor drainage, reckless construction or the NTPC tunnel; why is Joshimath is on the brink of collapse? Tune in to find out
1,447",,,,,['https://pbs.twimg.com/card_img/1615147466671939585/YS_rhiLS?format=jpg&name=small'],https://twitter.com/firstpost/status/1612439290902097920
137,137,kautilyasTOI,@kautilyasTOI,2023-01-09T02:23:40.000Z,"kautilyasTOI
@kautilyasTOI
,
Jan 9","In #Joshimath, residents face bitter cold and a sinking feeling #joshimathsinking #JoshimathIsSinking
@timesofindia
 @UttarakhandTOI
 https://timesofindia.indiatimes.com/city/dehradun/in-joshimath-residents-face-bitter-cold-and-a-sinking-feeling/articleshow/96838312.cms…
Download the TOI app now:
https://timesofindia.onelink.me/mjFd/toisupershare…
timesofindia.indiatimes.com
Joshimath news: In Joshimath, residents face bitter cold and a sinking feeling. Dehradun News -...
With winter at its peak, tragedy couldn't have come at a worse time for the residents of this picturesque town, situated at an elevation of over 6,00
1
1
189",,,1.0,1,['https://pbs.twimg.com/card_img/1614742104118550528/n9eWPoNv?format=jpg&name=small'],https://twitter.com/kautilyasTOI/status/1612273871348207616
138,138,PKD Nambiar,@pkdnambiar,2023-01-10T16:19:42.000Z,"PKD Nambiar
@pkdnambiar
,
Jan 10","#joshimathsinking is a warning sign not only just for the Uttarakhand but also for the whole country. The unplanned development on our Western Ghats especially on Kerala side is alarming.
3
4
28
9,655",,3.0,4.0,28,[],https://twitter.com/pkdnambiar/status/1612846654176260098
139,139,ginnie,@rjginnie,2023-01-10T16:18:31.000Z,"Ginny
@rjginnie
,
Jan 10","Famous news anchor just compared #joshimathsinking to #HaldwaniEncroachment sigh … I kid you not - and I have finally no words left
3
3
38
4,201",🤐 🤐 🤐 🤐,3.0,3.0,38,[],https://twitter.com/rjginnie/status/1612846358159060997
140,140,The Probe,@theprobeindia,2023-01-10T08:05:08.000Z,"The Probe
@theprobeindia
,
Jan 10","""The first warnings on the vulnerability of Joshimath came way back in the 1930s.""

For full story click: https://theprobe.in/stories/joshimath-sinking-multiple-governments-ignored-warnings-from-scientists-and-geologists/…

#TheProbe #Joshimath #JoshimathIsSinking #Joshimathcrisis #joshimathsinking #JoshimathSubsidence #JoshimathLandslide #JoshimathTragedy
3
2
236",,,3.0,2,['https://pbs.twimg.com/ext_tw_video_thumb/1612720968002052096/pu/img/fARGZY2EfVEsmbfv.jpg'],https://twitter.com/theprobeindia/status/1612722195498680325
141,141,VIKΛS GUPTΛ™,@itsvikky004,2023-01-10T07:30:03.000Z,"VIKΛS GUPTΛ™
@itsvikky004
,
Jan 10","Joshimath Sinking: A Himalayan Blunder?
Beyond rehabilitation & emergency measures, we need robust & effective Environmental & Social Safeguards for Development finance.

#joshimath #joshimathsinking
1
75",,,,1,"['https://pbs.twimg.com/media/FmGCD2nagAAaVF1?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FmGCD2raMAA05t5?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FmGCD46aMAErJ34?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FmGCD6UagAEpRjk?format=jpg&name=360x360']",https://twitter.com/itsvikky004/status/1612713364005982209
142,142,Hardika,@HardikaSharma2,2023-01-10T08:31:07.000Z,"Hardik
@HardikaSharma2
,
Jan 10","This is so heartbreaking…
#Joshimath #joshimathsinking #JoshimathSubsidence
The following media contains potentially sensitive content. Change settings
view
66",,,,,[],https://twitter.com/HardikaSharma2/status/1612728732724375552
143,143,TheNews21,@the_news_21,2023-01-10T08:01:19.000Z,"TheNews21
@the_news_21
,
Jan 10","#SupremeCourt declines urgent hearing of #joshimathsinking incidents on #Joshimath and posts the matter for hearing on January 16.

SC says everything which is important need not come to the apex court. There are democratically elected institutions to look into it.
52",,,,,['https://pbs.twimg.com/media/FmGJadNWQAUaWRR?format=jpg&name=small'],https://twitter.com/the_news_21/status/1612721232759386112
144,144,HealthandLifestyle,@healthlifesty0,2023-01-10T13:00:37.000Z,"HealthandLifestyle
@healthlifesty0
,
Jan 10","Human Greed, Save Nature #Joshimathcrisis #joshimathsinking #JoshimathIsSinking
Deepak Bisht
@UKDEEPAKBISHT
,
Jan 9
How long will this selfishness of yours last, the day this earth will shake, all the fun will come out of the head. Sir, our poet 'Girda' had given this warning years ago, which seems to be coming true today #SaveJoshimath
 #Joshimathcrisis #joshimathsinking #JoshimathIsSinking
1
50",,,,1,"['https://pbs.twimg.com/profile_images/1613556912909611009/o9TTwHoL_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1612407225087307778/pu/img/9T0WPzXrm7izjZL-.jpg']",https://twitter.com/healthlifesty0/status/1612796555010146304
145,145,Live Law,@LiveLawIndia,2023-01-10T05:17:46.000Z,"LiveLaw
@LiveLawIndia
,
Jan 10","#Mentioning in #SupremeCourt regarding #JoshimathSinking

Counsel: It's very urgent.

CJI DY Chandrachud: Everything which is important need not come to us. There are democratically elected institutions to see this. We'll keep it on the 16th.

#SupremeCourtofIndia #SupremeCourt
10
14
39
9,175",,10.0,14.0,39,['https://pbs.twimg.com/media/FmFj-13aAAEh3yX?format=jpg&name=small'],https://twitter.com/LiveLawIndia/status/1612680076268826626
146,146,Ashraf Wani اشرف وانی,@ashraf_wani,2023-01-10T18:32:14.000Z,"Ashraf Wani
@ashraf_wani
,
Jan 11","Experts opinion on #joshimathsinking
Shakil Romshoo
@shakilrom
,
Jan 10
Replying to @ashraf_wani
Joshimath is situated on unstable paleo-landslides on steep slope next to river that faces erosion & toe-cutting. The area is seismically active. The situation was made worse by the unplanned urbanisation/infrastructure dev. It was a hotspot during the 2013 disaster @ashraf_wani
1
391",,,,1,['https://pbs.twimg.com/profile_images/1346617640194875392/PfOi-BWp_mini.jpg'],https://twitter.com/ashraf_wani/status/1612880006518296576
147,147,News18,@CNNnews18,2023-01-10T05:46:15.000Z,"News18
@CNNnews18
,
Jan 10","#JoshimathSinking: Damaged hotels, houses to be demolished, process to begin today.
@nikhil_lakhwani
 reports on the current situation on the ground
@GrihaAtul
 , #Joshimathcrisis #JoshimathSubsidence
8:13
472 views
2
4
1,737",,,2.0,4,[],https://twitter.com/CNNnews18/status/1612687241134092288
148,148,𝐃𝐢𝐥 𝐒𝐞 𝐂𝐨𝐧𝐠𝐫𝐞𝐬𝐬𝐢!,@INCdilse,2023-01-10T10:40:27.000Z,"𝐃𝐖𝐥𝐖𝐖𝐖𝐖𝐖𝐖!
@INCdilse
,
Jan 10","Now land subsidence in other #Uttarakhand cities too.

hope
@INCHimachal
 @SukhuSukhvinder
 Govt halts all big projects started by RSS BJP govt in mountain state of #HimachalPradesh and reviews them with seismic activity experts

#Joshimath #JoshimathSinking
mukeshmarda
@mukeshmarda
,
Jan 10
1
1
91",,,1.0,1,"['https://pbs.twimg.com/profile_images/1559255020398268416/OCoDueVT_mini.jpg', 'https://pbs.twimg.com/media/FmGrYDXagAIH8GD?format=jpg&name=900x900']",https://twitter.com/INCdilse/status/1612761279290298368
149,149,News18,@CNNnews18,2023-01-10T05:58:03.000Z,"News18
@CNNnews18
,
Jan 10","Survey of entire Joshimath to examine the extent of damage.
@nikhil_lakhwani
 reports from the ground
@GrihaAtul
 , #Joshimathcrisis #JoshimathSubsidence #JoshimathSinking
1
3
1,521",,,1.0,3,['https://pbs.twimg.com/amplify_video_thumb/1612689922531692545/img/aplWdwJ4MZ_j97b6.jpg'],https://twitter.com/CNNnews18/status/1612690212639105027
150,150,Raman Jamwal,@RamanJamwal7,2023-01-10T16:17:20.000Z,"Raman Jamwal
@RamanJamwal7
,
Jan 10","Standing with Joshimath people...
Compensate thum asap sir pt
1
36",,,,1,[],https://twitter.com/RamanJamwal7/status/1612846061416251392
151,151,News18,@CNNnews18,2023-01-10T06:08:36.000Z,"News18
@CNNnews18
,
Jan 10","Minister of State for Defense Ajay Bhatt reaches Joshimath to review the situation. News18's
@nikhil_lakhwani
 shares his inputs on what is expected from this visit
@GrihaAtul
 , #Joshimathcrisis #JoshimathSubsidence #JoshimathSinking
7:45
382 views
1
4
1,511",,,1.0,4,[],https://twitter.com/CNNnews18/status/1612692868396896257
152,152,Divyansh Dubey,@divdubey245,2023-01-10T06:31:53.000Z,"Divyansh Dubey
@Divdi245
,
10 Jan","#JoshimathSinking is not urgent for the Supreme Court. But it opens in the midnight for saving terrorists!
We definitely need some judicial reforms ASAP
@PMOIndia
 @KirenRijiju
,
@AjeetBhartii
  @DOpolitics_in
25",,,,,[],https://twitter.com/divdubey245/status/1612698724421226496
153,153,NewsDrum,@thenewsdrum,2023-01-10T09:33:24.000Z,"NewsDrum
@thenewsdrum
,
Jan 10","Supreme Court refuses urgent listing of plea on Joshimath sinking

#Joshimath #SupremeCourt #Uttarakhand #PushkarSinghDhami #JoshimathSinking
newsdrum.in
Supreme Court refuses urgent listing of plea on Joshimath sinking
The Supreme Court on Tuesday refused urgent hearing of a plea seeking the court's intervention to declare the crisis in Uttarakhand's Joshimath a national disaster...
40",,,,,['https://pbs.twimg.com/card_img/1615618210300329988/LcIVW04p?format=jpg&name=small'],https://twitter.com/thenewsdrum/status/1612744405194264576
154,154,Business Today,@business_today,2023-01-10T07:55:07.000Z,"business today
@business_today
,
Jan 10","In 1976, a Supreme Court-ordered committee warned against excavation of the slopes, and removal of the boulders by digging and using explosives. ,
@Upadhyay_Cavita
  #Joshimath #JoshimathSubsidence #joshimathsinking #JoshimathLandslide
businesstoday.in
Why is Joshimath sinking? Big projects, rampant construction, extreme weather worsened situation
Joshimath sinking: Prime Minister Narendra Modi also called Chief Minister Pushkar Dhami and reviewed the situation, including all the steps taken for the safety and rehabilitation of the residents.
2
744",,,,2,['https://pbs.twimg.com/card_img/1615384071999193099/oYxxFFyy?format=jpg&name=small'],https://twitter.com/business_today/status/1612719670876078080
155,155,DellyRanks,@dellyranksindia,2023-01-10T17:03:52.000Z,"DailyRanks
@dellyranksindia
,
Jan 10","In Joshimath, priority is complete evacuation, says crisis management committee #joshimathhousescracks #joshimathlatest #joshimathnew #joshimathsinking =299966&_unique_id=63bd9a7804f7c…
dellyranks.com
In Joshimath, priority is complete evacuation, says crisis management committee
8",,,,,[],https://twitter.com/dellyranksindia/status/1612857770692284417
156,156,Zee News English,@ZeeNewsEnglish,2023-01-10T10:44:48.000Z,"zee news english
@zeenevsenglish
,
10 Jan","#Joshimathsinking | Hotel owners oppose 'abrupt' demolition move, insist on one-time settlement plan

#joshimath
zeenews.india.com
Joshimath sinking: Hotel owners oppose 'abrupt' demolition move, insist on one-time settlement plan
The state government, on Monday, decided to mechanically demolish 'Mount View' and 'Malari Inn' hotels that developed huge cracks recently and were leaning towards each other, posing a risk to the...
1
4
1,062",,,1.0,4,['https://pbs.twimg.com/card_img/1615302244462915592/ZgUl4Jli?format=jpg&name=small'],https://twitter.com/ZeeNewsEnglish/status/1612762375442272256
157,157,ambrish bhatia,@BhatiaAmbrish,2023-01-10T09:45:46.000Z,"ambrish bhatia
@BhatiaAmbrish
,
Jan 10","Watch my video
https://youtu.be/tjyFNoRD2ek
#Joshimath #Joshimathcrisis #JoshimathIsSinking #JoshimathDemolition #joshimathsinking #JoshimathEmergency #JoshimathLandslide
youtube.com
The culprits of Joshimath - JOSHIMATH TRUTH AND FACTS
Joshimath, which is called the gate of Badrinath, the holy place of Hindus, is facing a disaster today. Let us know what is the truthJoshimath, which is called the gate of B...
23",,,,,['https://pbs.twimg.com/card_img/1615287614629892097/lXmrXM8-?format=jpg&name=240x240'],https://twitter.com/BhatiaAmbrish/status/1612747518538059776
158,158,Yes Punjab,@BawaHS,2023-01-10T17:22:22.000Z,"yes punjab
@BawaHS
,
Jan 10","Joshimath Crisis: Cabinet Secretary holds meeting, says evacuation immediate priority https://yespunjab.com/?p=755622

#Joshimath #JoshimathCrisis #JoshimathCracks #JoshimathSinking #CabinetSecretary #RajivGauba #Evacuation #Uttarakhand
yespunjab.com
Joshimath Crisis: Cabinet Secretary holds meeting, says evacuation immediate priority - Punjab,...
New Delhi, Jan 10, 2023- Two days after the Prime Minister's Office (PMO) took stock of the situation prevailing in Uttarakhand's Joshimath town due to land
156",,,,,['https://pbs.twimg.com/card_img/1616022992320094209/-xZu-K1A?format=jpg&name=small'],https://twitter.com/BawaHS/status/1612862425040293888
159,159,Firstpost,@firstpost,2023-01-10T06:35:16.000Z,"first post
@firstpost
,
Jan 10","#FPNews
#SupremeCourtofIndia declines urgent hearing of land subsidence incidents at #Uttarakhand #Joshimath. The matter has been posted for hearing on 16 January
#JoshimathIsSinking #joshimathsinking #Joshimathcrisis
firstpost.com
Joshimath-India's 'sinking town': Top court refuses urgent hearing of plea to call it 'national...
The Supreme Court of India has said that it will hear the matter on January 16.
1
1
1,348",,1.0,,1,['https://pbs.twimg.com/card_img/1615335292344451072/Wtt7G_HP?format=jpg&name=small'],https://twitter.com/firstpost/status/1612699576192106496
160,160,Business Standard,@bsindia,2023-01-10T07:55:42.000Z,"Business Standard
@bsindia
,
Jan 10","#JoshimathSinking | The Supreme Court declined to give an urgent hearing to a plea highlighting the land subsidence issue in Joshimath, saying ""everything important need not come to us"".

#Joshimath #Uttarakhand #SupremeCourt
business-standard.com
Joshimath: SC declines urgent hearing, says institutions working on it
Joshimath Subsidence: The petitioner had sought the court's intervention to declare the land subsidence in Joshimath as a national disaster.
1
1,216",,,,1,['https://pbs.twimg.com/card_img/1614359211332308995/_KgPsuvF?format=jpg&name=small'],https://twitter.com/bsindia/status/1612719819031207936
161,161,Jaspreet Kaur,@jaspreet_k5,2023-01-10T17:14:48.000Z,"Jaspreet Kaur
@jaspreet_kh5
,
10 Jan","Situation in Bhatkanda village adjacent to Tehri lake is like Joshimath...the houses have thick cracks #Tehri #joshimathsinking
13
24
165
8,343",,13.0,24.0,165,['https://pbs.twimg.com/ext_tw_video_thumb/1612854868879998976/pu/img/MTxWK_6m_XtICu_j.jpg'],https://twitter.com/jaspreet_k5/status/1612860523183493120
162,162,भारत 4 Front,@bharat4front,2023-01-10T15:14:45.000Z,"India 4 Front
@bharat4front
,
Jan 10","Protest against demolition of hotel in Joshimath, scuffle with police, huge ruckus

#joshimathnews #joshimath #joshimathsinking #uttarakhand #case #news #bharat4front #trending #india
1
6",,,,1,['https://pbs.twimg.com/ext_tw_video_thumb/1612829879405539333/pu/img/WZVLbHRvRfHd5Cz-.jpg'],https://twitter.com/bharat4front/status/1612830308008873986
163,163,ankaj Nithani,@tweetpkn,2023-01-10T10:23:03.000Z,"ankaj nithani
@tweetpkn
,
Jan 10","The tragedy is immense, but the faith is strong. Rituals begin at Lord #Nrusingh's temple to save #Joshimath. God protect.
#joshimath
#save joshimath
#joshimathsinking
1
96",🅿 🅰,,,1,['https://pbs.twimg.com/ext_tw_video_thumb/1612756532898451461/pu/img/pProZyKEjlRDkWvO.jpg'],https://twitter.com/tweetpkn/status/1612756901112217601
164,164,Down To Earth Hindi,@hindidown2earth,2023-01-10T10:04:33.000Z,"down to earth
@hindidown2earth
,
Jan 10","Jagbeeti: The City of Leaning Buildings
#Joshimath #joshimathsinking #Joshimathcrisis by
@SoritGupto
1
6
13
1,106",,1.0,6.0,13,['https://pbs.twimg.com/media/FmGlXkNacAAotkm?format=jpg&name=small'],https://twitter.com/hindidown2earth/status/1612752245841596416
165,165,Times Now Navbharat,@TNNavbharat,2023-01-10T03:18:44.000Z,"Times Now Navbharat
@TNNavbharat
,
Jan 10","#NewsKiPathshala: Joshimath in danger..Warning was given in 1976 itself..Know, what is the story behind the crack in Joshimath?
@SushantBSinha
 Watch in 'News Ki Paathshala', that report on the crumbling houses of Joshimath which is nowhere!

#JoshimathSinking #JoshimathSubsidence #Joshimath #Uttarakhand
9
9
406",,,9.0,9,['https://pbs.twimg.com/amplify_video_thumb/1612649343798120449/img/wCPa2gAg_B3XZAUr.jpg'],https://twitter.com/TNNavbharat/status/1612650119744360449
166,166,HimalayanNewsChannel,@NewsHimalayan,2023-01-10T05:23:15.000Z,"HimalayanNewsChannel
@NewsHimalayan
,
Jan 10","Petrol-diesel vehicles may also be banned in front of Joshimath. The expert committee has expressed concern.
(detail report)
https://himalayannews.com/news/joshimath-vehicles-banned…
#savejoshimath
#joshimathsinking
20",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1612681400087609344/pu/img/Y2lS3F7WKhV0ukBv.jpg'],https://twitter.com/NewsHimalayan/status/1612681454411980800
167,167,Times Now Navbharat,@TNNavbharat,2023-01-10T00:46:32.000Z,"Times Now Navbharat
@TNNavbharat
,
Jan 10","#Navbharat100: 'Danger rift' reaches from Joshimath to Karnprayag. Watch in a quick manner, 50 important news..

#TimesNowNavbharatSD See- Airtel-323 | TataSky-529 | DishTV-666 | d2h-749 | SITI-299 | SUN-584 | DEN-304
@PreetiNegi_
 #Uttarakhand #JoshimathSinking
1
217",👉,,,1,['https://pbs.twimg.com/media/FmEl4g6aUAENqIj.jpg'],https://twitter.com/TNNavbharat/status/1612611816080932865
168,168,India News,@NetworkItv,2023-01-10T06:56:47.000Z,"India news
@NetworkItv
,
Jan 10","Joshimath Crisis: dilapidated houses are being demolished
#Joshimathcrisis #Joshimath #joshimathsinking #Uttarakhand
@MUDGALANJALI56
46",,,,,['https://pbs.twimg.com/ext_tw_video_thumb/1612704884939456514/pu/img/f_UNXJH0X76NQvv6.jpg'],https://twitter.com/NetworkItv/status/1612704992389103617
169,169,GNTTV,@GoodNewsToday,2023-01-10T15:47:34.000Z,"GNT TV
@GoodNewsToday
,
Jan 10","Demolition of two hotels in Joshimath intensifies
Watch #GroundReport

#AchchiKhabarSachchiKhabar #Joshimath #Uttarakhand #Joshimathcrisis #joshimathsinking
@NavjyotRandhawa
4:45
53 views
2
182",,,,2,[],https://twitter.com/GoodNewsToday/status/1612838566870286337
170,170,The Pamphlet,@Pamphlet_in,2023-01-10T12:09:01.000Z,"The Pamphlet
@Pamphlet_in
,
Jan 10","#joshimath

The 'Voc Paryavaranvid' of Uttarakhand is the biggest scam here. The Joshimath disaster is being used by them only to convert the disaster into an opportunity.
@Ashu_Nauty
 Watch full video on this link: https://youtu.be/n7gpRthiBvY

#JoshimathSinking #Uttarakhand
1
17
45
1,418",📌,1.0,17.0,45,['https://pbs.twimg.com/amplify_video_thumb/1612774996023341057/img/EuKMOh5wDLhcsIVe.jpg'],https://twitter.com/Pamphlet_in/status/1612783570501898240
171,171,N Kr Navin,@nknavin1,2023-01-10T16:06:34.000Z,"no cr new
@kanvin1
,
10 Jan","Destruction of development... Joshimath..!!
#joshimathsinking #Joshimathcrisis #Uttarakhand #savejoshimath #development
80",,,,,['https://pbs.twimg.com/media/FmH4eqcaAAMboKL?format=jpg&name=small'],https://twitter.com/nknavin1/status/1612843351111524352
172,172,India News,@NetworkItv,2023-01-10T04:46:46.000Z,"India News
@NetworkItv
,
Jan 10","Uttarakhand News: First action in Joshimath on ground cracking, 2 hotels to be demolished today
#Joshimath #joshimathsinking #Uttarakhand
@rashid_hashmi
 @ananyabedi16
1
3
79",,,1.0,3,['https://pbs.twimg.com/ext_tw_video_thumb/1612672060509278211/pu/img/OjNjTIzlOwCn3Kcz.jpg'],https://twitter.com/NetworkItv/status/1612672272933978118
173,173,Zee Malayalam News,@ZeeMalayalam,2023-01-10T05:34:08.000Z,"Zee Malayalam News
@ZeeMalayalam
,
Jan 10","The land has fallen again and the situation is terrible #joshimathsinking #IndiaNews #zeemalayalamnews
24",,,,,['https://pbs.twimg.com/media/FmFtKtEaMAAdT3a.jpg'],https://twitter.com/ZeeMalayalam/status/1612684192827199488
174,174,Dont Lock Justice_BitterCongressi,@mintyghost,2023-01-10T17:25:58.000Z,"Don't Lock Justice Bitter Congressi
@mintyghost
,
Jan 10","#joshimathsinking

Dev Bhoomi kare kare kare jaag jaao sarkaar
@INCUttarakhand
 
@INCIndia
 
@harishrawatcmuk
 
#BharatTodoYatra
1
3
112",,1.0,,3,"['https://pbs.twimg.com/media/FmIKpSHaMAEFZnn?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FmIKpnsaMAA3GQk?format=jpg&name=small']",https://twitter.com/mintyghost/status/1612863332125638656
175,175,India News,@NetworkItv,2023-01-10T04:04:24.000Z,"India news
@NetworkItv
,
Jan 10","Administration ready regarding Joshimath, houses in critical condition will be demolished from today
#Joshimath #joshimathsinking #Uttarakhand
@Rachnabansal1
2
3
366",,,2.0,3,['https://pbs.twimg.com/ext_tw_video_thumb/1612661272138625026/pu/img/IcpOaKTKa8j7OFny.jpg'],https://twitter.com/NetworkItv/status/1612661612640628739
176,176,India News,@NetworkItv,2023-01-10T04:55:00.000Z,"India News
@NetworkItv
,
Jan 10","Joshimath is divided into 3 zones
- danger zone
- buffer zone
- Safe Zone
Red marks were put on houses in danger zone
#Joshimathcrisis #Joshimath #joshimathsinking #Uttarakhand
@rashid_hashmi
1
1
3
183",,1.0,1.0,3,['https://pbs.twimg.com/ext_tw_video_thumb/1612674264871866368/pu/img/87Bl7jeOlDCbjlBn.jpg'],https://twitter.com/NetworkItv/status/1612674342802030594
177,177,Prime News,@PrimeNewsInd,2023-01-10T06:09:39.000Z,"prime news
@PrimeNewsInd
,
Jan 10","#BreakingNews Supreme Court hearing in Joshimath case |Prime News
@pushkardhami
 #JoshimathSinking #Joshimathnews
24",,,,,['https://pbs.twimg.com/media/FmFv2aNaMAAzcDF?format=jpg&name=small'],https://twitter.com/PrimeNewsInd/status/1612693133158158336
178,178,BHARTIYA VANI,@VaniBhartiya,2023-01-10T10:17:51.000Z,"Bhartiya Vani
@VaniBhartiya
,
Jan 10","Demolition of damaged houses and buildings in Joshimath begins today, 4,000 people shifted #Joshimathcrisis #Joshimath #joshimathsinking
bhartiyavani.com
Demolition of damaged houses and buildings in Joshimath begins today, 4,000 people shifted
Demolition of damaged houses and buildings in Joshimath begins today, 4,000 people shifted
1
2
49",,,1.0,2,['https://pbs.twimg.com/card_img/1615391851741315072/dwwFgcrX?format=jpg&name=small'],https://twitter.com/VaniBhartiya/status/1612755593756049408
179,179,India News,@NetworkItv,2023-01-10T04:50:10.000Z,"India News
@NetworkItv
,
Jan 10","Joshimath in Uttarakhand has been declared a sinking zone.
Nainital and Uttarkashi are also in danger of becoming landlocked.
- Danger in Rudraprayag, Bageshwar, Pithoragarh, Chamoli as well
#Joshimath #joshimathsinking #Uttarakhand
@rashid_hashmi
1
2
63",,,1.0,2,['https://pbs.twimg.com/ext_tw_video_thumb/1612673050637660160/pu/img/hnY9KTMAwbYUj9o8.jpg'],https://twitter.com/NetworkItv/status/1612673128706240513
180,180,Bharat 24- UP/UK,@Bharat24Up,2023-01-10T05:41:08.000Z,"Bharat 24- UP/UK
@Bharat24Up
,
Jan 10","Big news in Joshimath disaster case
SC will not hear the matter today
SC refuses urgent hearing
The matter will be heard on January 16
Many democratic institutions are working- SC

#Joshimathsinking #Bharat24Digital
 
@SumitLegal
1
1
3
139",,1.0,1.0,3,['https://pbs.twimg.com/media/FmFpSMCaMAECXMN?format=jpg&name=small'],https://twitter.com/Bharat24Up/status/1612685955403747329
181,181,AajTak,@aajtak,2023-01-10T06:14:28.000Z,"Till date
@Till date
,
10 Jan","Administration preparing to demolish hotel with the help of bulldozer in Joshimath
Watch this ground report of Aaj Tak correspondent Ashutosh Mishra

,
@JournoAshutosh
,
#JoshimathSinking #Uttarakhand #ATVideo #AajSubah |
@ARPITAARYA
4
9
57
5,068",,4.0,9.0,57,['https://pbs.twimg.com/amplify_video_thumb/1612684995243708416/img/U4sYDZjJNLRYM9-r.jpg'],https://twitter.com/aajtak/status/1612694342854139904
182,182,ABP News,@ABPNews,2023-01-10T05:53:11.000Z,"abp news
@abpnews
,
10 Jan","WATCH: Homeless people in Joshimath get angry with the administration

Said to abp news - 'If you go, where will you go'
@romanaisarkhan
 ,
@dhruv_mis
#Uttarakhand #Joshimath #JoshimathSinking #PushkarDhami
7:07
1,677 views
4
7
41
5,293",,4.0,7.0,41,[],https://twitter.com/ABPNews/status/1612688986790846464
