,UserName,Timestamp,Embedded_text,scores,sentiment_score,overall_sentiment
147,@CNNnews18,2023-01-09T10:41:36.000Z,"#Joshimath, the sinking town: Poor drainage, reckless construction or NTPC Tunnel, what are the reasons behind it? Take a look at this ground report by
@nikhil_lakhwani
 

Join the broadcast with
@AnushaSoni23
5
7
1,950","{'neg': 0.161, 'neu': 0.778, 'pos': 0.061, 'compound': -0.5574}",-0.5574,neg
148,@otvnews,2023-01-09T11:42:03.000Z,"What Uttarakhand CM Pushkar Singh Dhami said on the current situation in Joshimath and the measures taken for safe evacuation of people; #WATCH

#Joshimath #JoshimathIsSinking #Uttarakhand
19
2,684","{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4404}",0.4404,pos
149,@iavantikaaa,2023-01-09T14:17:40.000Z,"What is happening in #Joshimath is extremely scary but it is the consequence of our own selfish deeds where we very consciously misuse & underestimate the power of nature.
1
5
249","{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.8622}",-0.8622,neg
150,@NEXTIAS_Delhi,2023-01-09T13:32:28.000Z,"https://youtu.be/gIzjyML4ECA
Topic: Joshimath Declared Sinking Zone
Coverage:
-Why is Joshimath sinking?
About Joshimath.
-Joshimath-Religious Significance.
-Joshimath Land Subsidence.

PDF: https://nextias.com/topic-of-day

#Joshimath #joshimathsinking #JoshimathSubsidence #Joshimathcrisis
3
532","{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.2732}",0.2732,pos
151,@DDNewslive,2023-01-09T05:15:30.000Z,"PMO holds high-level meeting to assess the land subsidence situation at in #Uttarakhand. Watch report from #Joshimath
@neerajddnews
2:15
1,478 views
1
5
27
4,670","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
152,@Neeraj_S2022,2023-01-09T12:34:13.000Z,"One Sanyasi in UP is doing Gundagardi using Bulldozer, God is punishing sanyasis of Joshimath by sinking their abode in Uttarakhand..
#Joshimath #JoshimathIsSinking
@sophielouisecc
 @ReallySwara
 @deeptid45749083
Priyanka Hemanti Bhatt
@iPriyankaBhatt
,
Jan 8
My heart breaks to see people going through the pain of losing their home..
Video credit: @MinakshiKandwal
#JoshimathIsSinking #Joshimath #Uttarakhand
3
68","{'neg': 0.155, 'neu': 0.768, 'pos': 0.077, 'compound': -0.7003}",-0.7003,neg
153,@syedmohdmurtaza,2023-01-09T07:38:20.000Z,"Sit-In is the last tactic of nonviolent way of protest. Not just India's independence movement but even US witnessed them in 1960s. The same was applied by anti-CAA Shaheeh Bagh protesters & farmers against farm laws. #Joshimath is also going the same way.
Pawan Nara
@pawan_nara
,
Jan 9
People sitting on the road in the cantonment market of Joshimath

Protest against getting the house vacated without alternative arrangement.
#Joshimath @pushkardhami @indiatvnews
1
1
1
249","{'neg': 0.087, 'neu': 0.913, 'pos': 0.0, 'compound': -0.6542}",-0.6542,neg
154,@EnggSHUKLA,2023-01-09T09:39:52.000Z,"Could every CM (BJP ruled state at least) donate some funds to help Uttarakhand and CM
@pushkardhami
 to build and replace the #Joshimath people, I know our PM
@narendramodi
 ji already took initiative but it is our joint team work to help the people
@myogiadityanath
 @BJP4India
53","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.6597}",0.6597,pos
155,@AMITCHAKRAVERTT,2023-01-09T17:38:04.000Z,"Mindless development for fame…greed leading to this…greed doesn't end! #joshimath
101","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.4926}",-0.4926,neg
156,@DeccanHerald,2023-01-09T02:45:10.000Z,"PK Mishra, the principal secretary to the #PM, chaired the meeting, which suggested preparing ""a clear time-bound reconstruction plan"" and continuous seismic monitoring of the area. #Joshimath #Uttarakhand
deccanherald.com
PMO steps in to tackle Joshimath crisis
At a high-level meeting to review building damage and land subsidence in Uttarakhand's Joshimath, the Prime Minister's Office (PMO) on Sunday ordered an ""inter-disciplinary investigation of the
1
3
900","{'neg': 0.104, 'neu': 0.858, 'pos': 0.037, 'compound': -0.6908}",-0.6908,neg
157,@Kishan591,2023-01-09T07:26:35.000Z,"sorry sir,
@BJP4India
 Central & State Govt have launched there biggest investigation of the decade of finding why
@INCIndia
 MP
@RahulGandhi
 ji is not feeling cold while walking on #BharatJodoYatra once this investigation will gets over, than will look after #Joshimath till then..
Dr Kumar Vishwas
@DrKumarVishwas
,
Jan 9
If you are freed from brainstorming about Rahul ji's cold-proof T-shirt, then party-hostage environmentalists and government-friendly Sanatan Dharma followers should also think about this topic twitter.com/news24tvchanne…
1
4
107","{'neg': 0.035, 'neu': 0.911, 'pos': 0.055, 'compound': 0.3674}",0.3674,pos
158,@eOrganiser,2023-01-09T07:16:35.000Z,"#Joshimath Land Subsidence: Modi Government constitutes team of experts to study, give recommendations on #Joshimathcrisis
organizer.org
Joshimath Land Subsidence: Modi Govt constitutes team of experts to study, give recommendations on...
New Delhi : The Center on January 8 constituted a team of experts from seven different organizations to study and submit its recommendations on the ground
4
9
721","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
159,@ani_digital,2023-01-09T06:15:53.000Z,"Joshimath subsidence: Health checkups and medical facilities provided to affected people

read
@ANI
 Story | https://aninews.in/news/national/general-news/joshimath-health-checkups-and-medical-facilities-provided-to-affected-people20230109112142/…
#Joshimath #JoshimathSubsidence #chamoli #Uttarakhand
2
72
9,856","{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.1531}",-0.1531,neg
160,@NH_India,2023-01-09T12:40:46.000Z,"The #Congress has raised concern over the Centre's delayed action on the ""brewing crisis"" in #Joshimath. Read more below:
nationalheraldindia.com
Declare Joshimath crisis as 'national disaster': Congress
The Congress has raised concern over the Centre's delayed action on the ""brewing crisis"" in Joshimath. Read more below:
1
4
11
569","{'neg': 0.272, 'neu': 0.728, 'pos': 0.0, 'compound': -0.9442}",-0.9442,neg
161,@ani_digital,2023-01-09T07:23:06.000Z,"Plea seeks court's intervention into Joshimath sinking, SC says 'mention matter on Jan 10'

read
@ANI
 Story | https://aninews.in/news/national/general-news/plea-seeks-courts-intervention-into-joshimath-sinking-sc-says-mention-matter-on-jan-1020230109124239/…
#JoshimathSubsidence #SupremeCourt #Joshimath #Uttarakhand
3
30
9,798","{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.0258}",0.0258,pos
162,@mgbdigitalindia,2023-01-09T13:30:01.000Z,"Breaking News | Top 20 big news till now. Latest News | Nonstop News | MGB Digital India
#delhi #delhinnews #modi #yogiadityanath #haryana #Joshimath #jaipur #jaipurnews #shimla
youtube.com
Breaking News | Top 20 big news till now. Latest News | Nonstop News...
1- The cold is increasing day by day in Delhi, for the next 48 hours, the Meteorological Department has issued a ""red alert"" 2- The fog accumulated in Kanpur, people were seen shivering from the cold 3- Increasing fog...
88","{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.5859}",0.5859,pos
163,@scroll_in,2023-01-09T12:37:31.000Z,"More than 600 houses in #Joshimath have developed cracks due to land subsidence, which refers to the ground slowly sinking. Around 68 families have been moved to temporary shelters so far.

Read more: https://scroll.in/latest/1041508/joshimath-declared-disaster-prone-after-large-cracks-in-homes…

#Uttarakhand
1
8
1,683","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
164,@htTweets,2023-01-09T11:25:11.000Z,"#InPics | CM Pushkar Singh Dhami is meeting the officials of the National Disaster Management Authority (NDMA) at the CM camp Office pertaining to the #Joshimath issue.

(via ANI)
1
25
5,770","{'neg': 0.123, 'neu': 0.838, 'pos': 0.039, 'compound': -0.5859}",-0.5859,neg
165,@ani_digital,2023-01-09T15:54:12.000Z,"Uttarakhand: Home Ministry's team to visit Joshimath tomorrow for inspection.

read
@ANI
 Story | https://aninews.in/news/national/general-news/uttarakhand-home-ministries-team-to-visit-joshimath-tomorrow-for-inspection20230109205815/…
#Joshimath #JoshimathSubsidence #joshimathsinking #Uttarakhand
13
1,629","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
166,@a_khosla,2023-01-09T14:15:36.000Z,"#joshimath town sinking is a grave example of creating 'assets' in an uncoordinated unthinking manner. It's become a big issue not to be ignored. #climate impacts, geological factors & weather all have a part to play. How can we avert more such disasters?
infra.economictimes.indiatimes.com
Experts blame Joshimath disaster on rampant infrastructure development, Infra News, ET Infra
The appearance of cracks on roads and houses across Joshimath in Uttarakhand is mainly due to the rampant infrastructure development that is happening in a very fragile ecosystem like Himalayas,...
4
4
329","{'neg': 0.151, 'neu': 0.753, 'pos': 0.096, 'compound': -0.7471}",-0.7471,neg
167,@ieexplained,2023-01-09T03:05:00.000Z,"The appearance of cracks on many roads and houses across #Joshimath, due to land subsidence, is neither a new phenomenon in this region — nor a reversible one.

Read how the alarm bells had been going off for decades. #ExpressExplained
indianexpress.com
Loose soil, tremors, choked drainage: How Joshimath rang alarm bells for years
The main problem in Joshimath has been the fact that the town has come up on relatively loose soil, deposited by landslides triggered by earthquakes.
7
696","{'neg': 0.178, 'neu': 0.822, 'pos': 0.0, 'compound': -0.9217}",-0.9217,neg
168,@TimesNow,2023-01-09T12:20:14.000Z,"#JoshimathEmergency

#Central #Govt team report suggests 500m landslide debris under sinking #Joshimath causing subsidence.
timesnownews.com
Central govt team report suggests 500m landslide debris under sinking Joshimath causing subsidence
NTPC tunnels may be the reason for the sinking episodes in the city where four out of the nine wards have been determined to be damaged, according to government sources. Joshimath in the Garhwal...
2
15
2,894","{'neg': 0.043, 'neu': 0.921, 'pos': 0.036, 'compound': -0.128}",-0.128,neg
169,@LagatarEnglish,2023-01-09T07:11:27.000Z,"Joshimath subsidence: PM has assured all possible help, says Uttarakhand CM Dhami
#PMModi #CMDhami #Joshimath #JoshimathIsSinking
lagatar24.com
Joshimath subsidence: PM has assured all possible help, says Uttarakhand CM Dhami
LAGATAR24 NETWORK Dehradun, Jan 9: Uttarakhand Chief Minister Pushkar Singh Dhami on Monday said Prime Minister Narendra Modi has
2
54","{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.8555}",0.8555,pos
170,@CNNnews18,2023-01-09T09:26:59.000Z,"#LIVE | Panic in #Joshimath as natural calamity takes over #Uttarkhand; and more top stories this hour!
News18
@CNNnews18
#LIVE | Watch top stories
1
4
1,953","{'neg': 0.113, 'neu': 0.649, 'pos': 0.238, 'compound': 0.3975}",0.3975,pos
171,@AmanKayamHai_,2023-01-09T08:10:40.000Z,"Poor Drainage, Reckless Construction or NTPC Tunnel? Why #Joshimath is on Brink of Collapse — detailed story by
@Srish__T
 & me after speaking to experts #JoshimathIsSinking

Read here
@CNNnews18
news18.com
Poor Drainage, Reckless Construction or NTPC Tunnel? Why Joshimath is on Brink of Collapse
Joshimath: Why is the land of Joshimath cracking? joshimath is not sinking due to the tunnel ntpc clarified ntc, what is land subsidence? Latest Updates Joshimath at news18.com
5
6
756","{'neg': 0.226, 'neu': 0.774, 'pos': 0.0, 'compound': -0.9581}",-0.9581,neg
172,@htTweets,2023-01-09T12:53:40.000Z,"#Uttarakhand Congress demanded from the Center that a 'new #Joshimath town' be built nearby and the existing town is to be protected, given its immense religious importance.
hindustantimes.com
Uttarakhand Congress demands 'new Joshimath', blames BJP for calamity
Demanding that the land subsidence in Joshimath be declared a national disaster, the Congress leader said that people whose houses and commercial establishments were affected should be compensated on...
3
6
2,480","{'neg': 0.161, 'neu': 0.767, 'pos': 0.071, 'compound': -0.7003}",-0.7003,neg
173,@CNNnews18,2023-01-09T10:27:42.000Z,"#Live: #Joshimath: Buildings on Danger Zones Marked with Red Cross in Joshimath; And Other Top Stories
59:58
378 views
News18
@CNNnews18
#LIVE | Watch top stories
1
2
1,713","{'neg': 0.113, 'neu': 0.767, 'pos': 0.12, 'compound': -0.2023}",-0.2023,neg
174,@Supriyo_connect,2023-01-09T04:49:24.000Z,"Principal Secretary to Prime Minister holds high-level review on Joshimath situation https://indiablooms.com/news-details/N/86570/principal-secretary-to-prime-minister-holds-high-level-review-on-joshimath -situation.html… #JoshimathIsSinking #Joshimath #JoshimathSubsidence
www.indiablooms.com
Principal Secretary to Prime Minister holds high-level review on Joshimath situation. Indiablooms...
New Delhi: Principal Secretary to the Prime Minister, Dr P K Mishra held a high-level review of building damage and land subsidence in Joshimath on Sunday when a decision was taken that a clear...
59","{'neg': 0.052, 'neu': 0.948, 'pos': 0.0, 'compound': -0.4939}",-0.4939,neg
175,@IndianExpress,2023-01-09T04:00:21.000Z,"Relief, rescue operations intensified in Joshimath; PMO reviews situation

#Joshimath #JoshimathSubsidence #JoshimathLandslide #JoshimathIsSinking

Follow Joshimath Sinking News Live Updates here:
indianexpress.com
Joshimath News Highlights: Relief, rescue operations intensified; Prime Minister's Office reviews...
The number of houses developing cracks in the town rises from 561 to 610. The number of families evacuated to temporary relief centers now stands at 68.
2
5
3,403","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.9477}",0.9477,pos
176,@madhyamam_eng,2023-01-09T04:34:28.000Z,"Uttarkashi, Nainital also at risk of sinking like Joshimath, say experts #Uttarkashi #Nainital #Joshimath
english.madhyamam.com
Uttarkashi, Nainital also at risk of sinking like Joshimath, say experts
The land beneath Joshimath is moving in part because of the 'weak foundation and enhanced toe erosion from rainfall and floods' in the area.
53","{'neg': 0.122, 'neu': 0.792, 'pos': 0.086, 'compound': -0.2732}",-0.2732,neg
177,@DailyO_,2023-01-09T08:05:09.000Z,"#Joshimath residents have preferred staying outdoors, battling severe winter after over 600 buildings developed cracks. The latest:
dailyo.in
Joshimath is sinking and people are out of homes in chilling winter: Latest updates
Relief and rescue efforts have been intensified in Uttarakhand's Joshimath after it was declared a landslide and subsidence-hit zone. The Prime Minister's Office said that the immediate priority is to...
1
199","{'neg': 0.084, 'neu': 0.824, 'pos': 0.092, 'compound': 0.3818}",0.3818,pos
178,@moneycontrolcom,2023-01-09T04:24:27.000Z,"#MCExplains | Why is Joshimath sinking? And what does it mean for the environmentally fragile region?

Know more from
@randomcards
 
https://moneycontrol.com/news/environment/explainer-why-joshimath-is-sinking-and-its-larger-environmental-repercussions-9826021.html…

#Joshimath #Uttarakhand #JoshimathCrisis #JoshimathIsSinking
moneycontrol.com
Explainer: Why Joshimath is sinking, and its larger environmental repercussions
Rampant and haphazard development in the region around the hill town has had a devastating impact on its ecology, making the area unstable.
2
3
2,855","{'neg': 0.113, 'neu': 0.887, 'pos': 0.0, 'compound': -0.7998}",-0.7998,neg
179,@IndiaToday,2023-01-09T15:29:26.000Z,"Why is #Joshimath on the brink of collapse? What can be done to save the sinking town? Confrontation between TN Govt. &Gov. has only intensified, what next? Why is it Brazil's parliament found itself under siege? #NewsToday
@sardesairajdeep
 #ITLiveStream
IndiaToday
@IndiaToday
• Why is #Joshimath on the brink of collapse? What can be done to save the sinking town? • Confrontation between TN Govt. &Gov. has only intensified, what next? •Why is it Brazil's parliament found itself under siege? #NewsToday @sardesairajdeep #ITLiveStr
1
2
6
3,248","{'neg': 0.128, 'neu': 0.803, 'pos': 0.069, 'compound': -0.6767}",-0.6767,neg
180,@Purecreative,2023-01-09T05:58:00.000Z,"Joshimath dilapidated houses will be divided into 3 zones.

#BreakingNews #LatestNews #SaveJoshimath #Joshimath #Joshimathcrisis #JoshimathIsSinking

For complete news please click on below link:-
purecreative.xyz
Joshimath dilapidated houses will be divided into 3 zones
Joshimath dilapidated houses will be divided into 3 zones To save the Joshimath in Uttarakhand, the state government has started work on the...
1
1
71","{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.6705}",0.6705,pos
181,@CNNnews18,2023-01-09T06:49:59.000Z,"#LIVE | #AAP vs #BJP protests in Delhi, #ColdWave in North India, #Joshimath sinking and more top stories
News18
@CNNnews18
#LIVE | Watch top stories
5
1,498","{'neg': 0.07, 'neu': 0.775, 'pos': 0.155, 'compound': 0.3151}",0.3151,pos
182,@eNewsBharati,2023-01-09T05:02:37.000Z,"PMO monitoring the Joshimath sinking situation closely
#Joshimath #JoshimathIsSinking
@PMOIndia
newsbharati.com
PMO monitoring the Joshimath sinking situation closely
Central agencies and experts are helping Uttarakhand prepare plans to deal with a sinking Joshimath and the immediate priority is to ensure the safety of the people, the Prime Minister's Office said...
1
74","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.765}",0.765,pos
183,@IndicIdeas,2023-01-10T06:39:46.000Z,"Supreme Court declines urgent hearing on #Joshimath.

The plea was filed by Swami Avimukteshwaranand Saraswati.

#JoshimathIsSinking
#IndianIdeas
10
65
101
8,092","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.6597}",0.6597,pos
184,@centristop,2023-01-10T04:24:29.000Z,"Today I was discussing the topic of #Joshimath with my friends, half did not know about the topic, and half were not interested.
#HinduYouths
3
10
31
483","{'neg': 0.077, 'neu': 0.817, 'pos': 0.106, 'compound': 0.2124}",0.2124,pos
185,@neelufisherman,2023-01-10T16:09:28.000Z,"Good night Tweets spare a thought for the people of #Joshimath...Tomorrow maybe we will be in their place..Gods ways are mysterious. ,
2
4
30
730","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}",0.4404,pos
186,@neelufisherman,2023-01-10T14:12:43.000Z,"#Joshimath As per news on Youtube demolition has begun on many buildings .. God help those destitutes lifelong ..ancestors land gone..
3
10
27
630","{'neg': 0.0, 'neu': 0.821, 'pos': 0.179, 'compound': 0.5859}",0.5859,pos
187,@eOrganiser,2023-01-10T06:52:17.000Z,"Supreme Court declines urgent hearing on #Joshimath subsidence.
4
13
48
2,248","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.6597}",0.6597,pos
188,@cfa_ind,2023-01-10T06:33:22.000Z,"Joshimath Sinking: A Himalayan Blunder?
#Joshimath sinking has exposed cracks in our development model. Beyond rehabilitation & emergency measures, we need robust & effective Environmental & Social Safeguards for Development finance.
A thread
https://heyzine.com/flip-book/9b057028af.html…
1
31
42
8,385","{'neg': 0.101, 'neu': 0.696, 'pos': 0.204, 'compound': 0.6124}",0.6124,pos
189,@HateDetectors,2023-01-10T17:11:46.000Z,"Two sisters in Joshimath return to their maternal house hearing their childhood house will be demolished.
#Uttarakhand #Joshimath #JoshimathIsSinking #JoshimathSubsidence
10
27
1,527","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
190,@TheSummerNews2,2023-01-10T12:30:00.000Z,"As of now, 678 buildings have been marked unsafe in Joshimath area. Many have been vacated and the process of evacuation and demolition is still underway.
#thesummernews #Joshimath #Joshimathcrisis
4
3
366","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
191,@TheNewIndian_in,2023-01-10T13:29:30.000Z,"#Watch: Yoga Guru Baba Ramdev extends his support to people affected in #Joshimath

Reports
@VipinNagi1
6
28
1,308","{'neg': 0.081, 'neu': 0.707, 'pos': 0.212, 'compound': 0.3818}",0.3818,pos
192,@LtColAnilDuhoon,2023-01-10T05:54:47.000Z,"#Joshimath is the result of, when scientific opinions/considerations are booted out to boost up religious sentiments to garner votes.
12
33
125
3,840","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.4019}",0.4019,pos
193,@nikkhilnayan,2023-01-10T08:12:40.000Z,"#Joshimath is on the verge of near extinction. Nainital, Mussoorie, Dharchula & several towns in #Uttarakhand could face similar disaster anytime soon. More load than carrying capacity is major reason behind present condition of hills. Its high time 2 wake up #JoshimathIsSinking
2
192","{'neg': 0.093, 'neu': 0.907, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
194,@NewsreelsIndia,2023-01-10T13:25:58.000Z,"In a dramatic turn of events, authorities announced the immediate demolition of damaged hotels and houses following a devastating landslide in the holy town of Joshimath in Uttarakhand.

#demolition #uttarakhand #joshimath #newsreels #newsreelsindia
0:19
36 views
5
98","{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.802}",-0.802,neg
195,@WorldTimesWT,2023-01-10T18:05:22.000Z,"#India will demolish some buildings in a northern Himalayan town near its border with China after evacuating families in the past few days, an official said on Tuesday, as hundreds of homes have developed cracks in an area thronged by pilgrims.

#Joshimath #JoshimathIsSinking
3
5
189","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,pos
196,@NewsCoreIndia,2023-01-10T08:12:03.000Z,"#Joshimath is on the verge of near extinction. Nainital, Mussoorie, Dharchula & several towns in #Uttarakhand could face similar disaster anytime soon. More load than carrying capacity is major reason behind present condition of hills. Its high time 2 wake up #JoshimathIsSinking
1
107","{'neg': 0.093, 'neu': 0.907, 'pos': 0.0, 'compound': -0.6249}",-0.6249,neg
197,@GunjanPant4,2023-01-10T02:22:37.000Z,"God save #Joshimath and it's people

Respect the Nature
1
3
12
801","{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.8126}",0.8126,pos
198,@ritodhi_c,2023-01-10T12:49:16.000Z,"All those reasons, even though separated by commas, aren't equally responsible #Joshimath
Aakar Patel
@Aakar__Patel
,
Jan 10
“experts cite unplanned construction, over-population, obstruction of the natural flow of water, and hydel power activities” https://indianexpress.com/article/explained/explained-climate/joshimath-what-is-land-subsidence-and -why-does-it-happen-8370817/…
1
7
846","{'neg': 0.051, 'neu': 0.884, 'pos': 0.065, 'compound': 0.1376}",0.1376,pos
199,@NaaylaD,2023-01-10T18:04:12.000Z,"Supreme Court to hear plea on #Joshimath sinking on January 16; Mother, son die in accident at #NammaMetro construction site in #Bengaluru, and more were the top news of the day.
1
2
428","{'neg': 0.172, 'neu': 0.689, 'pos': 0.139, 'compound': -0.3262}",-0.3262,neg
200,@shaibaba,2023-01-10T08:47:32.000Z,"#Joshimath may well be the future of all human settlements in the #Himalayas unless there is a moratorium on further dam-building to better understand the cascading effect of climate change, seismic vulnerabilities and population pressures.~ My take today
moneycontrol.com
Time for a moratorium on dam building in the Himalayas?
Warnings that Joshimath was situated on an old landslide zone and could sink if development continued unabated were ignored. By 2013, 292 big hydro projects were under construction or planned for...
1
34
68
10.3K","{'neg': 0.07, 'neu': 0.873, 'pos': 0.057, 'compound': -0.0258}",-0.0258,neg
201,@CNNnews18,2023-01-10T17:52:07.000Z,"#JoshimathIsSinking: 'Land can't bear load,' says disaster expert on ground subsidence, relief work on, construction ban to continue.
@nikhil_lakhwani
 ,
@AnkitaOmDubey
 with the ground report

Join the broadcast with
@JamwalNews18
 , #joshimath
6
7
3,028","{'neg': 0.192, 'neu': 0.675, 'pos': 0.133, 'compound': -0.5267}",-0.5267,neg
202,@editorji,2023-01-10T08:00:01.000Z,"With demolitions of some hotels and houses planned in #Joshimath, the owner of Malari Inn objected to the way that the state authorities were proceeding in the matter.

Read: https://edtr.ai/d1vh
3
3
1,019","{'neg': 0.0, 'neu': 0.965, 'pos': 0.035, 'compound': 0.0258}",0.0258,pos
203,@SanjitaPanigra2,2023-01-10T06:35:24.000Z,"Like #Joshimath, Shimla and Kohima are also sinking....
Global warming is real.
1
5
498","{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.4767}",0.4767,pos
204,@TheFederal_News,2023-01-10T10:23:17.000Z,"After Joshimath, fresh cracks reported from houses in Karnaprayag

Watch full video here: https://youtu.be/xRTvjlgPpeo

#Joshimath | #Karnaprayag
0:32
186 views
2
535","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.3182}",0.3182,pos
205,@pksahukiit,2023-01-10T11:18:23.000Z,"Govt. is responsible for manmade disaster..#Joshimath
Mojo Story
@themojostory
,
Jan 10
Joshimath's resident breaks down as Uttarakhand city edges to the verge of sinking. @journo_harshit gets you details from the ground. #Uttarakhand #Joshimath
1
1
49","{'neg': 0.0, 'neu': 0.935, 'pos': 0.065, 'compound': 0.3182}",0.3182,pos
206,@nutshal,2023-01-10T09:55:42.000Z,"Such a crucial point: How to persuade people to evacuate their homes in #Joshimath and move to ""safer"" places. What are the safe places offering long-term protection against displacement of the displaced in Uttarakhand?
Raju Sajwan
@rajusajwan
,
Jan 10
In #Joshimath, the officials are asking to vacate the house in their own style, while at this time people need psychologists, who understand the mood of the people and prepare them to vacate the house @down2earthindia @hindidown2earth @CSEINDIA
2
8
1,038","{'neg': 0.0, 'neu': 0.963, 'pos': 0.037, 'compound': 0.4404}",0.4404,pos
207,@romolabutalia,2023-01-10T11:19:17.000Z,"#Joshimath The many factors contributing to the #Joshimathcrisis. The importance of these, stressed by all scientists for years, is to understand there are other places in #Uttarakhand under deep stress. Prevent more disasters.
Kavita Upadhyay
@Upadhyay_Cavita
,
Jan 10
WHY is Joshimath sinking?
In this article for @IndiaToday I explain the several reasons (mainly geological & development-related) that have resulted in cracks in houses, making Joshimath unlivable. Do read. https://indiatoday.in/news-analysis/story/how-heavy-unplanned-construction-complex-geology-sinking-joshimath-uttarakhand-2319530-2023-01-10?utm_source=washare&utm_medium=socialicons&utm_campaign=shareurltracking…
2
3
266","{'neg': 0.124, 'neu': 0.828, 'pos': 0.047, 'compound': -0.7816}",-0.7816,neg
208,@romolabutalia,2023-01-10T04:33:25.000Z,"#Joshimath has sacrificed himself to remind all of us that the #Himalaya now needs protection.
@HarshVatsa7
 @shubhamtorres09
 @NeelamKapur
 @AyeshaBanerjee6
 @nivedita_Him
 @yamunajiye
 @Kishor_Joshi098
 @Vishal1st
 @rastafaribaba
Shivani Azad
@shivaniazadTOI
,
Jan 10
Broken-back mountains, Joshimath, Darjeeling, Sikkim…it's time to save our hills. A must read for all of us. An informative piece by @asoondas #environnement #JoshimathIsSinking https://m.timesofindia.com/india/broken-back-mountains-joshimath-darjeeling-sikkim-/amp_articleshow/96861043.cms… @TOIIndiaNews @TOIPlus
1
7
17
674","{'neg': 0.0, 'neu': 0.946, 'pos': 0.054, 'compound': 0.4939}",0.4939,pos
209,@INCdilse,2023-01-10T09:36:39.000Z,"Read here detailed thread on how Modi's pet #Chardham road project is causing misery to people of Uttarakhand.

#Joshimath #JoshimathIsSinking
Gargi Rawat
@GargiRawat
,
Jan 10
Cracks are appearing in buildings in Karnaprayag. A resident says while there are issues they faced before, it's after the mountainside was cut for the Char Dham road widening project that cracks developed #CharDham #Uttarakhand #Joshimath
Show this thread
2
5
467","{'neg': 0.086, 'neu': 0.914, 'pos': 0.0, 'compound': -0.7003}",-0.7003,neg
210,@ieMilindreal,2023-01-10T07:05:39.000Z,",
@indSupremeCourt
 Importance to hear on election issues in dead of night ShaheenBaug CAA Bulldozers UrbanNaxal is understandable, but its august statement in not hearing the sinking of 1000s yr old #Joshimath on urgent basis as being its prerogative is unsinkable.
@bombayhc
79","{'neg': 0.058, 'neu': 0.855, 'pos': 0.087, 'compound': 0.0772}",0.0772,pos
211,@HWNewsEnglish,2023-01-10T03:23:25.000Z,"Joshimath: Demolition of damaged hotels, houses begins today - https://hwnews.in/news/national/joshimath-demolition-of-damaged-hotels-houses-begins-today/…
#joshimath
#HotelDemolishing
156","{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.4404}",-0.4404,neg
212,@legallyspking,2023-01-10T15:30:30.000Z,"Joshimath Tragedy: Shankaracharya to special mention of petition before Supreme Court today
@Ashish_sinha
#Joshimath #JoshimathIsSinking #JoshimathLandslide #SaveJoshimath

https://legallyspeaking.com/legally-speaking/supreme-court/joshimath-tragedy-shankaracharya-to-special-mention-of-petition-before-supreme-court-today/…
80","{'neg': 0.165, 'neu': 0.599, 'pos': 0.236, 'compound': 0.2263}",0.2263,pos
