,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL,NER,gender
389,389,389,389,Read Selective,@ReadSelectives,2023-01-11T12:34:10.000Z,"Read selective
@ReadSelectives
,
Jan 11","Science-Wise: Prone to Disasters, Hydel Projects are Making the Mighty Himalayas Creak. Joshimath is Proof
.
.
#Joshimathcrisis #JoshimathIsSinking #uttrakhand #Himalaya #nature
readselective.com
Science-Wise: Prone to Disasters, Hydel Projects are Making the Mighty Himalayas Creak. Joshimath...
Science-Wise: Hydropower is important, efficient and critical for the shift to renewable energy. But all this comes at a huge price
44",,,,,['https://pbs.twimg.com/card_img/1615691392973701122/iQ6WCdac?format=jpg&name=small'],https://twitter.com/ReadSelectives/status/1613152287337349120,,
390,390,390,390,WOW NEWS,@WOWNEWS14,2023-01-11T04:43:27.000Z,"WOW NEWS
@WOWNEWS14
,
Jan 11","Joshimath: Cracks will drive bulldozers into hotels and houses, warns Army-ITBP
wownews.in
Joshimath: Cracks will drive bulldozers into hotels and houses, warns Army-ITBP
1",,,,,[],https://twitter.com/WOWNEWS14/status/1613033825969258497,ORG,
391,391,391,391,Aman,@bytheorderof,2023-01-11T06:48:08.000Z,"Aman
@bytheorderof
,
Jan 11","1.5 lac compensation for #Joshimath. Why making fun of victims
18",😞,,,,[],https://twitter.com/bytheorderof/status/1613065201921949696,,
392,392,392,392,Hindustan Times,@htTweets,2023-01-11T03:40:00.000Z,"Hindustan Times
@htTweets
,
Jan 11","Cracks emerge in other parts of #Uttarakhand amid #Joshimath crisis

The same phenomenon is also being reported from other areas, including Uttarkashi, Tehri, Pauri and Karanprayag, with the causes being the same as in Joshimath.

Read https://hindustantimes.com/india-news/cracks-emerge-in-other-parts-of-uttarakhand-amid-joshimath-crisis-101673374786927.html…
4
4
13
5,974",,4.0,4,13,['https://pbs.twimg.com/media/FmKWdOhacAIGTZV?format=jpg&name=small'],https://twitter.com/htTweets/status/1613017857037684737,ORG,
393,393,393,393,Otaku D. Garhwali,@HillyComrade,2023-01-11T07:39:12.000Z,"Otku D. Garhwali
@hilikarde
,
11 Jan","Read this old interview of comrade
@atulsati1
, Left parties opposed this NTPC Joshimath project in 2005 itself but then local leaders of BJP and Congress supported the company and today after 18 years we are paying the price of their ignorance
#SaveJoshimath
CPIML Liberation
@cpimliberation
,
Jan 10
#Joshimath tragedy is a result of government apathy & corporate greed. In 2005 Liberation, we carried an interview with Atul Sathi, CPIML leader, who had been raising disastrous impact on large projects in the area due to Joshimath's fragile geography.
https://archive.cpiml.org/liberation/year_2005/october05/environ_uttaranchal.htm…
1
4
13
426",,1.0,4,13,['https://pbs.twimg.com/profile_images/1259184887963123712/BhEI9RA5_mini.jpg'],https://twitter.com/HillyComrade/status/1613078056784252928,PERSON,
394,394,394,394,Asia News Video,@AsiaNewsVideo,2023-01-11T02:02:32.000Z,"asia news video
@asiannewsvideo
,
11 Jan","Micro-seismic observatories to be set up in Joshimath this week: Union minister Jitendra Singh #IndiaNews #DelhiNews #India #IndianNews #DailyNews [Video]
asianewsvideo.com
Micro-seismic observatories to be set up in Joshimath this week: Union minister Jitendra Singh...
Addressing the workshop, he said there was a critical need for fundamental research on the physical processes that lead to the failure of the brittle layers beneath the crust and sub-crust.
7",,,,,[],https://twitter.com/AsiaNewsVideo/status/1612993328408317954,ORG,
395,395,395,395,Ritu #truthseeker,@RituRathaur,2023-01-11T14:06:38.000Z,"Ritu #truthseeker
@RituRathaur
,
Jan 11","Gosh!! What is this going on
@pushkardhami
 ji? Bulldozing homes of poor Hindus in #Joshimath but not stopping boring and blasting work in the mountains?
This is horrendous!
Tanushree Pandey
@TanushreePande
,
Jan 9
#NDTVEXCLUSIVE - Huge machines digging just outside #Joshimath till yesterday.

Govt today ordered mass evacuations but NDTV exposes how it kept ignoring WARNINGS & even REQUESTS from the residents, while construction work continued UNABATED even after #joshimath started sinking.
Show this thread
0:07
138.8K views
0:20
51.4K views
0:45
13.9K views
6
57
95
3,389",,6.0,57,95,"['https://pbs.twimg.com/profile_images/1213940756437590016/aez0zMa6_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1612437667681300481/pu/img/B_rkiDUtbAqrd0n9.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1612437705887219722/pu/img/QCYrPzr65sPKyFH6.jpg']",https://twitter.com/RituRathaur/status/1613175556325117953,PERSON,female
396,396,396,396,LatestLY,@latestly,2023-01-11T09:56:11.000Z,"LatestLY
@latestly
,
Jan 11","Joshimath-Like Land Subsidence Happening in Aligarh? Panic Grips Locals As Cracks Develop in Few Houses (Watch Video)
@Benarasiyaa
#UttarPradesh #CracksInHouses #Aligarh #ViralVideo #Joshimath #Uttarakhand
latestly.com
Joshimath-Like Land Subsidence Happening in Aligarh? Panic Grips Locals As Cracks Develop in Few...
Locals suspect the cracks could be due to leakage from the sewer line. Reports also suggest that a pipeline that was laid under the state government's Smart City initiative is now leaking, thus...
1
145",,,1,,['https://pbs.twimg.com/card_img/1615708510993649664/EfPeutoF?format=jpg&name=small'],https://twitter.com/latestly/status/1613112529831759872,ORG,
397,397,397,397,Devdiscourse,@Dev_Discourse,2023-01-11T15:14:16.000Z,"Devdiscourse
@Dev_Discourse
,
Jan 11","CM Dhami visits Joshimath as protests over compensation stall demolition of unsafe structures
devdiscourse.com
CM Dhami visits Joshimath as protests over compensation stall demolition of unsafe structures |...
Read more about CM Dhami visits Joshimath as protests over compensation stall demolition of unsafe structures on Devdiscourse
1
121",,,1,,[],https://twitter.com/Dev_Discourse/status/1613192577930461184,,
398,398,398,398,NDTV,@ndtv,2023-01-11T14:48:29.000Z,"NDTV
@ndtv
,
Jan 11","Exclusive Joshimath Pics: Badminton Court Caves, Walls Collapse https://ndtv.com/india-news/joshimath-uttarakhand-exclusive-pics-show-extent-of-damage-in-sinking-joshimath-3682622…

NDTV's Saurabh Shukla reports
2
2
12
6,894",,2.0,2,12,['https://pbs.twimg.com/amplify_video_thumb/1613185634281349122/img/3lb1Yt6cVtDVbOIM.jpg'],https://twitter.com/ndtv/status/1613186087673004032,ORG,
399,399,399,399,Kalyan Ray,@kalyanray30,2023-01-11T05:18:27.000Z,"Kalyan Ray
@kalyanray30
,
Jan 11","#Joshimath was sinking at 6 cm/year for past 18 months, shows satellite data shared by #IIRS Dehradun. A larger study to see the trend since 2005 is on

#JoshimathIsSinking
@DeccanHerald
https://deccanherald.com/national/north-and-central/joshimath-satellite-data-shows-the-town-was-sinking-at-a-rate-of-6-cm-for-the-past- 18-months-1179848.html…
@deccanherald
deccanherald.com
Joshimath – Satellite data shows the town was sinking at a rate of 6
Over the last 18 months, the hill town of Joshimath has been sinking at a very high rate of 6-6.5 cm every year, a new study has shown.
2
1
163",,,2,1,['https://pbs.twimg.com/card_img/1613336073106755584/yx-xn-Qm?format=jpg&name=small'],https://twitter.com/kalyanray30/status/1613042633651408896,PERSON,male
400,400,400,400,Amar Govindarajan,@amargov,2023-01-11T04:59:52.000Z,"Amar Govindarajan
@amargov
,
Jan 11","Virtue signalling against road projects gets RTs. 

But how about ranting against local govt bodies - trying to fix issues at a district/taluk level type? Not sexy.

Roads are fine. Check why building permissions are given rampantly.
swarajyamag.com
Development vs Environment: Don't Take The Wrong Lessons From Joshimath And Shikharji
14
21
1,971",,,14,21,['https://pbs.twimg.com/card_img/1615369897328115712/IXk6W8Em?format=jpg&name=small'],https://twitter.com/amargov/status/1613037958604406788,PERSON,male
401,401,401,401,Scroll.in,@scroll_in,2023-01-11T10:10:17.000Z,"Scroll.in
@scroll_in
,
Jan 11","#Joshimathcrisis | There has been no lack of expert advice or warnings, it is just that these have been repeatedly ignored before the Joshimath disaster unfolded. https://scroll.in/article/1041559/…
@joydeepgupta
 writes.
3
11
20
3,051",,3.0,11,20,['https://pbs.twimg.com/media/FmLwY1YaAAIoLp_?format=jpg&name=small'],https://twitter.com/scroll_in/status/1613116077390852096,,
402,402,402,402,Ramesh Bisht,@ramesh_sbisht,2023-01-11T07:27:28.000Z,"Ramesh Bisht
@ramesh_sbisht
,
Jan 11","Top of mind suggestion to the CM
@pushkardhami
 ,
If I were you
I would have gone to Joshimath and faced the people. I would have let them vent out their frustration (people in trauma due to ignorance/delay). What max would they do in the end. They won't beat me for sure.
,
Meenakshi Kandwal Meenakshi Kandwal
@MinakshiKandwal
,
Jan 11
In Joshimath, before the disaster, the acute crisis of rehabilitation is spreading step by step. Madam @nsitharaman ji, I am putting this report in front of you, whose home, business, livelihood has come to a standstill..and there are clouds of uncertainty over the future, please halt their EMI now. @nsitharamanoffc @PMOIndia #Joshimathcrisis
Show this thread
1:25
76.2K views
1
2
5
104",,1.0,2,5,['https://pbs.twimg.com/profile_images/1557046243557199872/puuKO0SV_mini.jpg'],https://twitter.com/ramesh_sbisht/status/1613075103193104386,,
403,403,403,403,Business Today,@business_today,2023-01-11T12:48:09.000Z,"business today
@business_today
,
Jan 11","#JoshimathSinking: Geologists are blaming an under-construction hydroelectric power project for land subsidence in #Joshimath, a holy town in the #Chamoli district of #Uttarakhand. Know why
businesstoday.in
Joshimath sinking: What is the NTPC project and why are geologists blaming it?  
So far, over 700 houses and roads have developed cracks due to the sinking of the land underneath the town.  
1
1
922",,1.0,,1,['https://pbs.twimg.com/card_img/1615800703565324288/i4xKUCOa?format=jpg&name=small'],https://twitter.com/business_today/status/1613155803263045633,,
404,404,404,404,HW News English,@HWNewsEnglish,2023-01-11T06:32:39.000Z,"HW News English
@HWNewsEnglish
,
Jan 11","Joshimath: Owner of damaged hotel and kin sit in protest, demand compensation - https://hwnews.in/news/national/joshimath-owner-of-damaged-hotel-and-kin-sit-in-protest-demand-compensation /…
#Joshimath #ThakurRanaSingh #JoshimathSubsidence
62",,,,,['https://pbs.twimg.com/media/FmK-tUJaUAAqXqg?format=jpg&name=small'],https://twitter.com/HWNewsEnglish/status/1613061306864783360,LANGUAGE,
405,405,405,405,Ramesh Bisht,@ramesh_sbisht,2023-01-11T07:27:28.000Z,"Ramesh Bisht
@ramesh_sbisht
,
Jan 11","Top of mind suggestion to the CM
@pushkardhami
 ,
If I were you
I would have gone to Joshimath and faced the people. I would have let them vent out their frustration (people in trauma due to ignorance/delay). What max would they do in the end. They won't beat me for sure.
,
Meenakshi Kandwal Meenakshi Kandwal
@MinakshiKandwal
,
Jan 11
In Joshimath, before the disaster, the acute crisis of rehabilitation is spreading step by step. Madam @nsitharaman ji, I am putting this report in front of you, whose home, business, livelihood has come to a standstill..and there are clouds of uncertainty over the future, please halt their EMI now. @nsitharamanoffc @PMOIndia #Joshimathcrisis
Show this thread
76.2K views
0:04 / 1:28
1
2
5
104",,1.0,2,5,['https://pbs.twimg.com/profile_images/1557046243557199872/puuKO0SV_mini.jpg'],https://twitter.com/ramesh_sbisht/status/1613075103193104386,,
406,406,406,406,Pratidin Time,@pratidintime,2023-01-11T10:20:35.000Z,"daily time
@dailytimes
,
11 Jan","#National | Joshimath Crisis: Uttarakhand Govt Announces Rs 1.5 lakh Interim Relief For Affected Families
#Joshimathcrisis #Uttarakhand
https://pratidintime.com/national/joshimath-crisis-uttarakhand-govt-rs-15-lakh-interim-relief-affected-families…
@pushkardhami
www.pratidintime.com
Joshimath Crisis: Uttarakhand Govt Announces Rs 1.5 lakh Interim Relief For Affected Families
2
257",,,,2,['https://pbs.twimg.com/card_img/1615902360521560064/6rYZbDO9?format=jpg&name=small'],https://twitter.com/pratidintime/status/1613118667230949376,PERSON,
407,407,407,407,Romola Butalia,@romolabutalia,2023-01-11T05:05:35.000Z,"Romola Butalia
@romolabutalia
,
Jan 11","#Joshimathcrisis The opinion pieces by different journalists are overwhelming. The scientists have all stated what is now obvious. The voices on the ground are a deafening roar. And Joshimath is one of many disasters on the anvil. What now?
@down2earthindia
 @nivedita_Him
Dinesh Sharma
@dineshcsharma
,
Jan 11
#JoshimathSubsidence is a disaster made in New Delhi and Dehradun, my take in @thetribunechd

https://google.com/amp/s/www.tribuneindia.com/news/comment/joshimath-a-policy-disaster-469263…
4
3
362",,,4,3,"['https://pbs.twimg.com/profile_images/1223516120088338432/rEMGHmry_mini.jpg', 'https://pbs.twimg.com/media/FmKeXH-agAIiceP?format=jpg&name=small']",https://twitter.com/romolabutalia/status/1613039394428162050,PERSON,female
408,408,408,408,NDTV,@ndtv,2023-01-11T09:46:24.000Z,"NDTV
@ndtv
,
Jan 11","Exclusive Pics Show Extent Of Damage In 'Sinking' Joshimath https://ndtv.com/india-news/joshimath-uttarakhand-exclusive-pics-show-extent-of-damage-in-sinking-joshimath-3682622…

NDTV's Saurabh Shukla reports
3:20
1,804 views
16
5,513",🔴,,,16,[],https://twitter.com/ndtv/status/1613110066080776195,ORG,
409,409,409,409,TeluguStop.com,@telugustop,2023-01-11T19:03:03.000Z,"TeluguStop.com
@telugustop
,
Jan 12","After Joshimath, cracks in Karnaprayag houses trigger panic http://dlvr.it/SgkWWF #Guna #Houses #Joshimath #Karnaprayag #Panic
telugustop.com
After Joshimath, Cracks In Karnaprayag Houses Trigger Panic
Karnaprayag, Jan 12 : After Joshimath, Now Cracks Have Appeared In Several Houses In Karnaprayag Of Uttarakhands Chamoli District, Forcing At Least 70 Families To Leave Their Houses
166",,,,,[],https://twitter.com/telugustop/status/1613250152390856704,ORG,
410,410,410,410,NityanandJayaraman,@NityJayaraman,2023-01-11T04:15:32.000Z,"nityanandajayraman
@nitijayaraman
,
11 Jan","TN Coast is erosion prone. Like with Joshimath's sinking land, this is old news. Like with Joshimath, govts keep aggravating problem with false solutions (groynes/seawalls) and false development - mega-ports and tuna harbours. #Climate #Greenwash
newindianexpress.com
423 km of TN coastline eroding, says report
Shoreline changes assessment shows that anti-erosion structures like groynes, seawalls, breakwaters not working
3
22
45
3,912",,3.0,22,45,['https://pbs.twimg.com/card_img/1613025951629312000/qEVCJ1Mi?format=jpg&name=small'],https://twitter.com/NityJayaraman/status/1613026801340801028,,
411,411,411,411,"Trains Are Best, Alok Kumar Verma, IRSE (Retd)",@trains_are_best,2023-01-11T07:55:05.000Z,"Trains Are Best, Alok Kumar Verma, IRSE (Retd)
@trains_are_best
,
Jan 11","Construction of heavy structures of concrete, especially more than two stories, are undesirable in places like Joshimath which are situated on deposited debris of an ancient landslide.

For such slopes, India should formulate special building codes.

You can read my earlier..
Kavita Upadhyay
@Upadhyay_Cavita
,
Jan 10
WHY is Joshimath sinking?
In this article for @IndiaToday I explain the several reasons (mainly geological & development-related) that have resulted in cracks in houses, making Joshimath unlivable. Do read. https://indiatoday.in/news-analysis/story/how-heavy-unplanned-construction-complex-geology-sinking-joshimath-uttarakhand-2319530-2023-01-10?utm_source=washare&utm_medium=socialicons&utm_campaign=shareurltracking…
1
2
6
695",,1.0,2,6,['https://pbs.twimg.com/profile_images/1448737601666510861/PZ2WiIgZ_mini.jpg'],https://twitter.com/trains_are_best/status/1613082050474708996,ORG,
412,412,412,412,y p mittal,@ypmittal1985,2023-01-11T04:18:00.000Z,"y p mittal
@ypmittal1985
,
Jan 11","MORBI BRIDGE COLLAPSE in GUJARAT & SINKING JOSHIMATH IN UTTARAKHAND all in BJP RULED STATES due to heavy corruption.
Mayank Singh
@MayankS14142195
,
Jan 10
Metro pillar collapses in Bengaluru, 2 dead

Congress leader said - this is the work of BJP government with '40 percent commission'
1
33",,,,1,['https://pbs.twimg.com/profile_images/1583889722098999298/oIFBfr8s_mini.jpg'],https://twitter.com/ypmittal1985/status/1613027422290726912,,
413,413,413,413,Centre for Financial Accountability,@cfa_ind,2023-01-11T12:26:28.000Z,"Center for Financial Accountability
@cfa_ind
,
Jan 11","Massive #hydropower projects are being seen as possible culprits behind tragedy of #Joshimath. Such projects have received immense policy and financial push in the name of renewable energy. Mapping this landscape read this two-part series from
@cfa_ind
 
1/2
https://cenfa.org/big-push-for-the-development-of-hydropower-in-india/…
1
4
8
413",,1.0,4,8,[],https://twitter.com/cfa_ind/status/1613150349795418118,ORG,
414,414,414,414,DT Next,@dt_next,2023-01-11T10:46:27.000Z,"DTNext
@dt_next
,
Jan 11","The Uttarkhand government announced Rs 1.5 lakh interim relief to affected families who have been shifted to safer locations after land subsidence in #Joshimath led to houses and establishments to develop cracks.

#Uttarakhand #JoshimathSubsidence
dtnext.in
U'khand govt announces Rs 1.5L relief for those affected in Joshimath
171",,,,,['https://pbs.twimg.com/card_img/1615678838276603904/2GdAW13L?format=jpg&name=small'],https://twitter.com/dt_next/status/1613125178443313152,,
415,415,415,415,Dynamite News,@DynamiteNews_,2023-01-11T06:26:42.000Z,"Dynamite News
@DynamiteNews_
,
Jan 11","Joshimath Sinking: Owner Of Damaged Hotel And Kin Sit In Protest, Demand

#Joshimath #uttarakhand #hotel #protest #compensation
dynamitenews.com
Joshimath Sinking: Owner Of Damaged Hotel And Kin Sit In Protest, Demand
Amid reports that two hotels damaged by the landslide and subsidence in the Joshimath area are likely to be dismantled, the owner of one of the hotels sat in protest with his family on Wednesday...
34",,,,,['https://pbs.twimg.com/card_img/1615618542682116097/txv1Tw_U?format=jpg&name=small'],https://twitter.com/DynamiteNews_/status/1613059809515044864,ORG,
416,416,416,416,Breaking News Videos,@newsinvidsin,2023-01-11T17:42:04.000Z,"Breaking News Videos
@newsinvidsin
,
Jan 11
automated","NDTV: Joshimath ""Sinking"": 9 Decades Of Warnings Ignored? , The news

https://newsinvids.in/joshimath-sinking-9-decades-of-warnings-ignored-the-news/…

#NewsInVids #NewsInVidsIn #NewsInVidsIndia #NewsVideos #NewsInVideos
newsinvids.in
Joshimath ""Sinking"": 9 Decades Of Warnings Ignored? , The News | NewsInVids India
NDTV…
10",,,,,[],https://twitter.com/newsinvidsin/status/1613229769318883361,,
417,417,417,417,The Daily Guardian,@DailyGuardian1,2023-01-11T06:45:27.000Z,"The Daily Guardian
@DailyGuardian1
,
Jan 11","CM Dhami will chair emergency cabinet meeting on Joshimath's situation

#CMDhami #Joshimath #TheDailyGuardian
thedailyguardian.com
CM Dhami will chair emergency cabinet meeting on Joshimath's situation - The Daily Guardian
Chief Minister Pushkar Singh Dhami called an emergency cabinet meeting on the situation in Joshimath. The meeting will start at noon on Wednesday under the chairmanship of the Chief Minister....
28",,,,,['https://pbs.twimg.com/card_img/1614486139922186242/cROLpB3R?format=jpg&name=small'],https://twitter.com/DailyGuardian1/status/1613064528262225923,ORG,
418,418,418,418,ABP LIVE,@abplive,2023-01-11T12:19:36.000Z,"ABP LIVE
@abplive
,
Jan 11","#Joshimathsinking | Amid the ongoing evacuation and relief work at Uttarakhand's 'sinking town', we take a look at all the major developments so far.

Click on the for live updates:
https://bit.ly/3vSLBez

#joshimath #uttrakhand #ABPLive
1
5
5
1,459",🔗,1.0,5,5,['https://pbs.twimg.com/media/FmMNkC7aYAAZ8W8?format=jpg&name=small'],https://twitter.com/abplive/status/1613148620366438400,ORG,
419,419,419,419,Devdutt Pattanaik,@devduttmyth,2023-01-11T21:19:08.000Z,"Devdutt Pattanaik
@devduttmyth
,
Jan 12","For many Indians, pilgrimage is the only tourism they can experience. Pilgrim spots are thus assets. So it makes sense to develop these pilgrim sites and provide the infrastructure that helps more pilgrims travel easily, and comfortably.
indianexpress.com
Devdutt Pattanaik writes | In Joshimath, the question is: What is the cost of pilgrimage?
Politicians care for power. For this they need people. Merchants care for wealth. For this they need markets. Neither cares for nature. For them, pilgrims are sheep
1
5
48
4,209",,1.0,5,48,['https://pbs.twimg.com/card_img/1613391593368592384/2va9tUE3?format=jpg&name=small'],https://twitter.com/devduttmyth/status/1613284396328714240,PERSON,male
420,420,420,420,LatestLY,@latestly,2023-01-11T11:34:56.000Z,"LatestLY
@latestly
,
Jan 11","Joshimath Land Subsidence: Uttarakhand Govt Announces Rs 1.5 Lakh Interim Relief for Affected Families
https://latestly.com/agency-news/india-news-uttarakhand-govt-announces-rs-1-5-lakh-interim-relief-for-those-affected-in-joshimath-4699373.html…
#Uttarakhand #Joshimath #LandSubsidence #Relief #Families
@pushkardhami
latestly.com
Joshimath Land Subsidence: Uttarakhand Govt Announces Rs 1.5 Lakh Interim Relief for Affected...
The Uttarkhand government on Wednesday announced Rs 1.5 lakh interim relief to affected families who have been shifted to safer locations after land subsidence in Joshimath led to houses and establish...
121",,,,,['https://pbs.twimg.com/card_img/1615763947491323904/FenkE9V3?format=jpg&name=small'],https://twitter.com/latestly/status/1613137379732377606,ORG,
421,421,421,421,IndiaToday,@IndiaToday,2023-01-11T14:34:33.000Z,"indiatode
@indiatoday
,
11 Jan","Temple town sinks, tempers soar | Weather adds to the woes
Watch this detailed report 
Full show: https://bit.ly/3Gyb0in
#Joshimath Watch #Newstrack with 
@rahulkanwal
 (
@JournoAshutosh
, 
@tweets_amit
, 
@ankitsharmauk
)
1
3
3
2,644",,1.0,3,3,['https://pbs.twimg.com/amplify_video_thumb/1613182221179056130/img/9KQ0xqjL6kIl9h1c.jpg'],https://twitter.com/IndiaToday/status/1613182580282765314,,
422,422,422,422,Breaking World News In Videos. From NewsInVids.com,@NewsInVids,2023-01-11T17:29:14.000Z,"Breaking World News In Videos. From NewsInVids.com
@NewsInVids
,
Jan 11
automated","India: Evacuated Joshimath residents grapple with uncertainty
https://ift.tt/urAV83n
#NewsInVids
newsinvids.com
India: Evacuated Joshimath residents grapple with uncertainty | NewsInVids.com
Al Jazeera English…
8",,,,,[],https://twitter.com/NewsInVids/status/1613226542041075714,CARDINAL,
423,423,423,423,Breaking News Videos,@newsinvidsin,2023-01-11T01:42:01.000Z,"Breaking News Videos
@newsinvidsin
,
Jan 11
automated","Zee News: Morning Fast News LIVE: See the big news of the country and the world. breaking | Anjali | PM Modi |Joshimath|Weather

https://newsinvids.in/morning-fast-news-live-%e0%a4%a6%e0%a5%87%e0%a4%96%e0%a5%87%e0%a4%82-%e0% a4%a6%e0%a5%87%e0%a4%b6-%e0%a4%a6%e0%a5%81%e0%a4%a8%e0%a4%bf%e0%a4%af%e0%a4 %be-%e0%a4%ac%e0%a4%a1%e0%a4%bc%e0%a5%80-%e0%a4%96/…

#NewsInVids #NewsInVidsIn #NewsInVidsIndia #NewsVideos #NewsInVideos
newsinvids.in
Morning Fast News LIVE: See the big news of the country and the world. breaking | Anjali | PM Modi |Joshimath|Weat...
Zee News…
9",,,,,[],https://twitter.com/newsinvidsin/status/1612988164972355587,,
424,424,424,424,MillenniumPost,@mpostdigital,2023-01-11T05:48:34.000Z,"MillenniumPost
@mpostdigital
,
Jan 11","Preparations begin to demolish two hotels in 'sinking' Joshimath amid protests #Joshimath #Sinking #Uttarakhand #Hotels #Demolition #DisasterManagement #Protest
millenniumpost.in
Preparations begin to demolish two hotels in 'sinking' Joshimath amid protests
The administration started preparing for the demolition of two precariously standing hotels in subsidence-hit Joshimath in Uttarakhand on Tuesday, but faced protests from their owners and locals
38",,,,,['https://pbs.twimg.com/card_img/1615618531726614528/nqTM6yMr?format=jpg&name=small'],https://twitter.com/mpostdigital/status/1613050213878620160,,
425,425,425,425,Breaking News Videos,@newsinvidsin,2023-01-11T14:42:01.000Z,"Breaking News Videos
@newsinvidsin
,
Jan 11
automated","India Today TV: Joshimath Crisis: Rs 1.5 Lakh Immediate Compensation Announced For Affected Families

https://newsinvids.in/joshimath-crisis-rs-1-5-lakh-immediate-compensation-announced-for-affected-families/…

#NewsInVids #NewsInVidsIn #NewsInVidsIndia #NewsVideos #NewsInVideos
newsinvids.in
Joshimath Crisis: Rs 1.5 Lakh Immediate Compensation Announced For Affected Families | NewsInVids...
India Today…
4",,,,,[],https://twitter.com/newsinvidsin/status/1613184459624292352,,
426,426,426,426,Ordo News,@OrdoNews,2023-01-11T11:10:23.000Z,"Ordo News
@OrdoNews
,
Jan 11","India – The holy city of Joshimath in Uttarakhand is sinking https://ordonews.com/india-the-holy-city-of-joshimath-in-uttarakhand-is-sinking/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #news #ordonews #worldnews #ordo
ordernews.com
India - The holy city of Joshimath in Uttarakhand is sinking. ORDO NEWS
Read more about India - The holy city of Joshimath in Uttarakhand is sinking on ORDO News. Find out more the latest and top stories.
8",,,,,[],https://twitter.com/OrdoNews/status/1613131202889748482,,
427,427,427,427,IAS EXPRESS,@IasExpress,2023-01-11T06:05:19.000Z,"IAS EXPRESS
@iasexpress
,
Jan 11","Joshimath Crisis- Highlights, Reasons & Concern
iasexpress.net
Joshimath Crisis- Highlights, Reasons & Concern | UPSC - IAS EXPRESS
Following recent developments in Joshimath, it is feared that the Himalayan town may be on the verge of extinction. If things aren't controlled soon, other major areas in Uttarakhand like Mussoorie,...
11",,,,,['https://pbs.twimg.com/card_img/1615603233153781760/vIv4ah9p?format=jpg&name=small'],https://twitter.com/IasExpress/status/1613054428868931584,ORG,
428,428,428,428,BQ Prime,@bqprime,2023-01-11T13:00:01.000Z,"bq prime
@bqprime
,
Jan 11","In quest of employment and other economic possibilities, urbanisation has risen in the Himalayas in recent years. #Joshimathcrisis 

Read #BQOpinion by 
@AnjalPrakash
.
bqprime.com
Saving Joshimath And How To Build Climate-Conscious Towns In Himalayan Regions
Projections show that more than 50% population in Hindu-Kush Himalayan region countries will reside in towns and cities by 2050.
1
1
1,326",,1.0,,1,['https://pbs.twimg.com/card_img/1615748848344760321/AJ8OKr9M?format=jpg&name=small'],https://twitter.com/bqprime/status/1613158791800930304,,
429,429,429,429,Yash,@Yashfacts28,2023-01-12T09:45:19.000Z,"Yash
@yashfacts28
,
Jan 12","The locals in #joshimath are blaming the grand hotels for this debacle while activists are blaming the #NTPC project!
1
7
17
1,212",,1.0,7,17,['https://pbs.twimg.com/ext_tw_video_thumb/1613471481522163713/pu/img/PcAS-Whui1U1QW5H.jpg'],https://twitter.com/Yashfacts28/status/1613472179701837825,,
430,430,430,430,Kyang,@kyang_himalaya,2023-01-12T09:30:38.000Z,"Kyang
@kyang_himalaya
,
Jan 12","Kinnaur next Joshimath?
,
Gian kriti is a local of Village Jangi.
(one of the affected areas of the Jangi Thopan Power Project)
In our last year's conversation while crossing the Luri power projects. (Rampur)
#kinnaur #joshimath #kinnaurvalley #kinnaurdiaries
12
24
1,779",,,12,24,['https://pbs.twimg.com/ext_tw_video_thumb/1613467719768342530/pu/img/GqRT6V5LE2Vo0bQZ.jpg'],https://twitter.com/kyang_himalaya/status/1613468486680080384,GPE,
431,431,431,431,vishal sharma,@Sharmav40,2023-01-12T16:08:36.000Z,"Vishal Sharma
@sharmaav40
,
12 Jan","After Joshimath and Karnaprayag, houses develop cracks in Tehri Garhwal also!
1
13
35
615",,1.0,13,35,[],https://twitter.com/Sharmav40/status/1613568635666337793,PERSON,male
432,432,432,432,ANIL KUMAR MITTAL,@ANILKUM05405587,2023-01-12T16:28:50.000Z,"ANIL KUMAR MITTAL
@ANILKUM05405587
,
Jan 12","See Congress ka ek aur anti hindu sach.
Listen who is responsible for damaging joshimath
2:19
237 views
4
13
512",,,4,13,[],https://twitter.com/ANILKUM05405587/status/1613573731150082051,,
433,433,433,433,ANI UP/Uttarakhand,@ANINewsUP,2023-01-12T03:17:12.000Z,"ANI UP/Uttarakhand
@ANINewsUP
,
Jan 12","Uttarakhand | 11-member committee constituted for transparent distribution of immediate interim assistance to the affected people in #Joshimath and to decide the rate of rehabilitation package: Chamoli DM
24
42
2,902",,,24,42,['https://pbs.twimg.com/media/FmPbjr0aUAEw9yd?format=jpg&name=small'],https://twitter.com/ANINewsUP/status/1613374506852306953,ORG,
